XY
	CURVE (PWRCHARGE_#1.DTA)
3.329e-003	9.634e-001
3.356e-003	9.636e-001
3.384e-003	9.641e-001
3.412e-003	9.647e-001
3.440e-003	9.651e-001
3.467e-003	9.657e-001
3.495e-003	9.663e-001
3.523e-003	9.666e-001
3.551e-003	9.670e-001
3.578e-003	9.676e-001
3.606e-003	9.681e-001
3.634e-003	9.684e-001
3.661e-003	9.687e-001
3.689e-003	9.690e-001
3.717e-003	9.696e-001
3.745e-003	9.699e-001
3.772e-003	9.702e-001
3.800e-003	9.708e-001
3.828e-003	9.713e-001
3.856e-003	9.719e-001
3.883e-003	9.725e-001
3.911e-003	9.729e-001
3.939e-003	9.733e-001
3.967e-003	9.736e-001
3.994e-003	9.741e-001
4.022e-003	9.746e-001
4.050e-003	9.751e-001
4.078e-003	9.755e-001
4.105e-003	9.759e-001
4.133e-003	9.763e-001
4.161e-003	9.768e-001
4.189e-003	9.774e-001
4.216e-003	9.779e-001
4.244e-003	9.783e-001
4.272e-003	9.789e-001
4.299e-003	9.793e-001
4.327e-003	9.796e-001
4.355e-003	9.802e-001
4.383e-003	9.808e-001
4.410e-003	9.813e-001
4.438e-003	9.818e-001
4.466e-003	9.824e-001
4.494e-003	9.828e-001
4.521e-003	9.832e-001
4.549e-003	9.837e-001
4.577e-003	9.843e-001
4.605e-003	9.847e-001
4.632e-003	9.852e-001
4.660e-003	9.854e-001
4.688e-003	9.856e-001
4.716e-003	9.858e-001
4.743e-003	9.863e-001
4.771e-003	9.871e-001
4.799e-003	9.876e-001
4.827e-003	9.882e-001
4.854e-003	9.888e-001
4.882e-003	9.890e-001
4.910e-003	9.893e-001
4.937e-003	9.898e-001
4.965e-003	9.905e-001
4.993e-003	9.910e-001
5.021e-003	9.917e-001
5.048e-003	9.923e-001
5.076e-003	9.927e-001
5.104e-003	9.931e-001
5.132e-003	9.935e-001
5.159e-003	9.938e-001
5.187e-003	9.940e-001
5.215e-003	9.945e-001
5.243e-003	9.950e-001
5.270e-003	9.955e-001
5.298e-003	9.959e-001
5.326e-003	9.962e-001
5.354e-003	9.967e-001
5.381e-003	9.971e-001
5.409e-003	9.975e-001
5.437e-003	9.982e-001
5.464e-003	9.986e-001
5.492e-003	9.990e-001
5.520e-003	9.994e-001
5.548e-003	9.998e-001
5.575e-003	1.000e+000
5.603e-003	1.000e+000
5.631e-003	1.001e+000
5.659e-003	1.001e+000
5.686e-003	1.002e+000
5.714e-003	1.002e+000
5.742e-003	1.003e+000
5.770e-003	1.003e+000
5.797e-003	1.004e+000
5.825e-003	1.004e+000
5.853e-003	1.005e+000
5.881e-003	1.005e+000
5.908e-003	1.005e+000
5.936e-003	1.006e+000
5.964e-003	1.006e+000
5.992e-003	1.007e+000
6.019e-003	1.007e+000
6.047e-003	1.008e+000
6.075e-003	1.008e+000
6.102e-003	1.009e+000
6.130e-003	1.009e+000
6.158e-003	1.009e+000
6.186e-003	1.010e+000
6.213e-003	1.010e+000
6.241e-003	1.010e+000
6.269e-003	1.011e+000
6.297e-003	1.011e+000
6.324e-003	1.012e+000
6.352e-003	1.012e+000
6.380e-003	1.012e+000
6.408e-003	1.013e+000
6.435e-003	1.013e+000
6.463e-003	1.014e+000
6.491e-003	1.014e+000
6.519e-003	1.015e+000
6.546e-003	1.015e+000
6.574e-003	1.015e+000
6.602e-003	1.016e+000
6.630e-003	1.016e+000
6.657e-003	1.017e+000
6.685e-003	1.017e+000
6.713e-003	1.018e+000
6.740e-003	1.018e+000
6.768e-003	1.018e+000
6.796e-003	1.018e+000
6.824e-003	1.018e+000
6.851e-003	1.019e+000
6.879e-003	1.019e+000
6.907e-003	1.020e+000
6.935e-003	1.020e+000
6.962e-003	1.021e+000
6.990e-003	1.021e+000
7.018e-003	1.021e+000
7.046e-003	1.022e+000
7.073e-003	1.022e+000
7.101e-003	1.023e+000
7.129e-003	1.023e+000
7.157e-003	1.023e+000
7.184e-003	1.024e+000
7.212e-003	1.024e+000
7.240e-003	1.025e+000
7.268e-003	1.025e+000
7.295e-003	1.026e+000
7.323e-003	1.026e+000
7.351e-003	1.026e+000
7.378e-003	1.026e+000
7.406e-003	1.026e+000
7.434e-003	1.027e+000
7.462e-003	1.027e+000
7.489e-003	1.027e+000
7.517e-003	1.028e+000
7.545e-003	1.028e+000
7.573e-003	1.028e+000
7.600e-003	1.029e+000
7.628e-003	1.029e+000
7.656e-003	1.029e+000
7.684e-003	1.030e+000
7.711e-003	1.030e+000
7.739e-003	1.030e+000
7.767e-003	1.030e+000
7.795e-003	1.030e+000
7.822e-003	1.031e+000
7.850e-003	1.031e+000
7.878e-003	1.031e+000
7.905e-003	1.032e+000
7.933e-003	1.033e+000
7.961e-003	1.033e+000
7.989e-003	1.033e+000
8.016e-003	1.034e+000
8.044e-003	1.034e+000
8.072e-003	1.034e+000
8.100e-003	1.035e+000
8.127e-003	1.035e+000
8.155e-003	1.035e+000
8.183e-003	1.036e+000
8.211e-003	1.036e+000
8.238e-003	1.036e+000
8.266e-003	1.037e+000
8.294e-003	1.037e+000
8.322e-003	1.037e+000
8.349e-003	1.038e+000
8.377e-003	1.038e+000
8.405e-003	1.038e+000
8.433e-003	1.038e+000
8.460e-003	1.039e+000
8.488e-003	1.039e+000
8.516e-003	1.039e+000
8.543e-003	1.039e+000
8.571e-003	1.039e+000
8.599e-003	1.040e+000
8.627e-003	1.040e+000
8.654e-003	1.040e+000
8.682e-003	1.040e+000
8.710e-003	1.041e+000
8.738e-003	1.041e+000
8.765e-003	1.042e+000
8.793e-003	1.042e+000
8.821e-003	1.042e+000
8.849e-003	1.042e+000
8.876e-003	1.043e+000
8.904e-003	1.043e+000
8.932e-003	1.043e+000
8.960e-003	1.043e+000
8.987e-003	1.043e+000
9.015e-003	1.043e+000
9.043e-003	1.044e+000
9.071e-003	1.044e+000
9.098e-003	1.045e+000
9.126e-003	1.045e+000
9.154e-003	1.045e+000
9.181e-003	1.046e+000
9.209e-003	1.046e+000
9.237e-003	1.046e+000
9.265e-003	1.046e+000
9.292e-003	1.047e+000
9.320e-003	1.047e+000
9.348e-003	1.047e+000
9.376e-003	1.048e+000
9.403e-003	1.048e+000
9.431e-003	1.048e+000
9.459e-003	1.048e+000
9.487e-003	1.048e+000
9.514e-003	1.049e+000
9.542e-003	1.049e+000
9.570e-003	1.049e+000
9.598e-003	1.049e+000
9.625e-003	1.050e+000
9.653e-003	1.050e+000
9.681e-003	1.050e+000
9.709e-003	1.051e+000
9.736e-003	1.051e+000
9.764e-003	1.051e+000
9.792e-003	1.051e+000
9.819e-003	1.051e+000
9.847e-003	1.052e+000
9.875e-003	1.052e+000
9.903e-003	1.052e+000
9.930e-003	1.052e+000
9.958e-003	1.052e+000
9.986e-003	1.053e+000
1.001e-002	1.053e+000
1.004e-002	1.053e+000
1.007e-002	1.054e+000
1.010e-002	1.054e+000
1.012e-002	1.054e+000
1.015e-002	1.054e+000
1.018e-002	1.055e+000
1.021e-002	1.055e+000
1.024e-002	1.055e+000
1.026e-002	1.056e+000
1.029e-002	1.056e+000
1.032e-002	1.056e+000
1.035e-002	1.056e+000
1.037e-002	1.057e+000
1.040e-002	1.057e+000
1.043e-002	1.057e+000
1.046e-002	1.057e+000
1.049e-002	1.057e+000
1.051e-002	1.057e+000
1.054e-002	1.057e+000
1.057e-002	1.058e+000
1.060e-002	1.058e+000
1.062e-002	1.058e+000
1.065e-002	1.058e+000
1.068e-002	1.059e+000
1.071e-002	1.059e+000
1.073e-002	1.059e+000
1.076e-002	1.060e+000
1.079e-002	1.060e+000
1.082e-002	1.060e+000
1.085e-002	1.060e+000
1.087e-002	1.060e+000
1.090e-002	1.061e+000
1.093e-002	1.061e+000
1.096e-002	1.061e+000
1.098e-002	1.061e+000
1.101e-002	1.061e+000
1.104e-002	1.061e+000
1.107e-002	1.061e+000
1.110e-002	1.062e+000
1.112e-002	1.062e+000
1.115e-002	1.062e+000
1.118e-002	1.062e+000
1.121e-002	1.063e+000
1.123e-002	1.063e+000
1.126e-002	1.063e+000
1.129e-002	1.063e+000
1.132e-002	1.064e+000
1.135e-002	1.064e+000
1.137e-002	1.064e+000
1.140e-002	1.064e+000
1.143e-002	1.064e+000
1.146e-002	1.064e+000
1.148e-002	1.065e+000
1.151e-002	1.065e+000
1.154e-002	1.065e+000
1.157e-002	1.065e+000
1.159e-002	1.066e+000
1.162e-002	1.066e+000
1.165e-002	1.066e+000
1.168e-002	1.066e+000
1.171e-002	1.066e+000
1.173e-002	1.066e+000
1.176e-002	1.067e+000
1.179e-002	1.067e+000
1.182e-002	1.067e+000
1.184e-002	1.067e+000
1.187e-002	1.067e+000
1.190e-002	1.067e+000
1.193e-002	1.068e+000
1.196e-002	1.068e+000
1.198e-002	1.068e+000
1.201e-002	1.068e+000
1.204e-002	1.068e+000
1.207e-002	1.068e+000
1.209e-002	1.068e+000
1.212e-002	1.068e+000
1.215e-002	1.069e+000
1.218e-002	1.069e+000
1.220e-002	1.069e+000
1.223e-002	1.069e+000
1.226e-002	1.070e+000
1.229e-002	1.070e+000
1.232e-002	1.070e+000
1.234e-002	1.071e+000
1.237e-002	1.071e+000
1.240e-002	1.071e+000
1.243e-002	1.071e+000
1.245e-002	1.071e+000
1.248e-002	1.071e+000
1.251e-002	1.071e+000
1.254e-002	1.071e+000
1.257e-002	1.071e+000
1.259e-002	1.072e+000
1.262e-002	1.072e+000
1.265e-002	1.072e+000
1.268e-002	1.072e+000
1.270e-002	1.073e+000
1.273e-002	1.073e+000
1.276e-002	1.073e+000
1.279e-002	1.073e+000
1.282e-002	1.073e+000
1.284e-002	1.074e+000
1.287e-002	1.074e+000
1.290e-002	1.074e+000
1.293e-002	1.074e+000
1.295e-002	1.074e+000
1.298e-002	1.074e+000
1.301e-002	1.074e+000
1.304e-002	1.074e+000
1.306e-002	1.075e+000
1.309e-002	1.075e+000
1.312e-002	1.075e+000
1.315e-002	1.075e+000
1.318e-002	1.076e+000
1.320e-002	1.076e+000
1.323e-002	1.076e+000
1.326e-002	1.076e+000
1.329e-002	1.076e+000
1.331e-002	1.076e+000
1.334e-002	1.076e+000
1.337e-002	1.076e+000
1.340e-002	1.076e+000
1.343e-002	1.077e+000
1.345e-002	1.077e+000
1.348e-002	1.077e+000
1.351e-002	1.078e+000
1.354e-002	1.078e+000
1.356e-002	1.078e+000
1.359e-002	1.078e+000
1.362e-002	1.078e+000
1.365e-002	1.078e+000
1.368e-002	1.078e+000
1.370e-002	1.078e+000
1.373e-002	1.079e+000
1.376e-002	1.079e+000
1.379e-002	1.079e+000
1.381e-002	1.079e+000
1.384e-002	1.079e+000
1.387e-002	1.079e+000
1.390e-002	1.079e+000
1.392e-002	1.080e+000
1.395e-002	1.080e+000
1.398e-002	1.080e+000
1.401e-002	1.080e+000
1.404e-002	1.080e+000
1.406e-002	1.080e+000
1.409e-002	1.080e+000
1.412e-002	1.080e+000
1.415e-002	1.081e+000
1.417e-002	1.081e+000
1.420e-002	1.081e+000
1.423e-002	1.081e+000
1.426e-002	1.081e+000
1.429e-002	1.081e+000
1.431e-002	1.082e+000
1.434e-002	1.082e+000
1.437e-002	1.082e+000
1.440e-002	1.082e+000
1.442e-002	1.082e+000
1.445e-002	1.082e+000
1.448e-002	1.083e+000
1.451e-002	1.083e+000
1.454e-002	1.083e+000
1.456e-002	1.083e+000
1.459e-002	1.083e+000
1.462e-002	1.083e+000
1.465e-002	1.083e+000
1.467e-002	1.083e+000
1.470e-002	1.083e+000
1.473e-002	1.084e+000
1.476e-002	1.084e+000
1.478e-002	1.084e+000
1.481e-002	1.084e+000
1.484e-002	1.084e+000
1.487e-002	1.085e+000
1.490e-002	1.085e+000
1.492e-002	1.085e+000
1.495e-002	1.085e+000
1.498e-002	1.085e+000
1.501e-002	1.085e+000
1.503e-002	1.085e+000
1.506e-002	1.085e+000
1.509e-002	1.085e+000
1.512e-002	1.085e+000
1.515e-002	1.085e+000
1.517e-002	1.086e+000
1.520e-002	1.086e+000
1.523e-002	1.086e+000
1.526e-002	1.086e+000
1.528e-002	1.087e+000
1.531e-002	1.087e+000
1.534e-002	1.087e+000
1.537e-002	1.087e+000
1.539e-002	1.087e+000
1.542e-002	1.087e+000
1.545e-002	1.088e+000
1.548e-002	1.088e+000
1.551e-002	1.088e+000
1.553e-002	1.088e+000
1.556e-002	1.088e+000
1.559e-002	1.088e+000
1.562e-002	1.088e+000
1.564e-002	1.088e+000
1.567e-002	1.089e+000
1.570e-002	1.089e+000
1.573e-002	1.089e+000
1.576e-002	1.089e+000
1.578e-002	1.089e+000
1.581e-002	1.089e+000
1.584e-002	1.089e+000
1.587e-002	1.090e+000
1.589e-002	1.090e+000
1.592e-002	1.090e+000
1.595e-002	1.090e+000
1.598e-002	1.090e+000
1.601e-002	1.090e+000
1.603e-002	1.090e+000
1.606e-002	1.090e+000
1.609e-002	1.090e+000
1.612e-002	1.090e+000
1.614e-002	1.091e+000
1.617e-002	1.091e+000
1.620e-002	1.091e+000
1.623e-002	1.091e+000
1.625e-002	1.091e+000
1.628e-002	1.091e+000
1.631e-002	1.091e+000
1.634e-002	1.092e+000
1.637e-002	1.092e+000
1.639e-002	1.092e+000
1.642e-002	1.092e+000
1.645e-002	1.092e+000
1.648e-002	1.092e+000
1.650e-002	1.092e+000
1.653e-002	1.092e+000
1.656e-002	1.092e+000
1.659e-002	1.092e+000
1.662e-002	1.093e+000
1.664e-002	1.093e+000
1.667e-002	1.093e+000
1.670e-002	1.093e+000
1.673e-002	1.093e+000
1.675e-002	1.093e+000
1.678e-002	1.093e+000
1.681e-002	1.093e+000
1.684e-002	1.094e+000
1.687e-002	1.094e+000
1.689e-002	1.094e+000
1.692e-002	1.094e+000
1.695e-002	1.094e+000
1.698e-002	1.094e+000
1.700e-002	1.095e+000
1.703e-002	1.095e+000
1.706e-002	1.095e+000
1.709e-002	1.095e+000
1.711e-002	1.095e+000
1.714e-002	1.095e+000
1.717e-002	1.095e+000
1.720e-002	1.095e+000
1.723e-002	1.096e+000
1.725e-002	1.096e+000
1.728e-002	1.096e+000
1.731e-002	1.096e+000
1.734e-002	1.096e+000
1.736e-002	1.096e+000
1.739e-002	1.096e+000
1.742e-002	1.096e+000
1.745e-002	1.096e+000
1.748e-002	1.096e+000
1.750e-002	1.096e+000
1.753e-002	1.096e+000
1.756e-002	1.096e+000
1.759e-002	1.097e+000
1.761e-002	1.097e+000
1.764e-002	1.097e+000
1.767e-002	1.097e+000
1.770e-002	1.097e+000
1.773e-002	1.097e+000
1.775e-002	1.098e+000
1.778e-002	1.098e+000
1.781e-002	1.098e+000
1.784e-002	1.098e+000
1.786e-002	1.098e+000
1.789e-002	1.098e+000
1.792e-002	1.098e+000
1.795e-002	1.098e+000
1.797e-002	1.099e+000
1.800e-002	1.099e+000
1.803e-002	1.099e+000
1.806e-002	1.099e+000
1.809e-002	1.099e+000
1.811e-002	1.099e+000
1.814e-002	1.099e+000
1.817e-002	1.099e+000
1.820e-002	1.099e+000
1.822e-002	1.099e+000
1.825e-002	1.099e+000
1.828e-002	1.100e+000
1.831e-002	1.100e+000
1.834e-002	1.100e+000
1.836e-002	1.100e+000
1.839e-002	1.100e+000
1.842e-002	1.100e+000
1.845e-002	1.100e+000
1.847e-002	1.100e+000
1.850e-002	1.101e+000
1.853e-002	1.101e+000
1.856e-002	1.101e+000
1.858e-002	1.101e+000
1.861e-002	1.101e+000
1.864e-002	1.101e+000
1.867e-002	1.101e+000
1.870e-002	1.102e+000
1.872e-002	1.102e+000
1.875e-002	1.102e+000
1.878e-002	1.102e+000
1.881e-002	1.102e+000
1.883e-002	1.102e+000
1.886e-002	1.102e+000
1.889e-002	1.102e+000
1.892e-002	1.102e+000
1.895e-002	1.102e+000
1.897e-002	1.103e+000
1.900e-002	1.103e+000
1.903e-002	1.103e+000
1.906e-002	1.103e+000
1.908e-002	1.103e+000
1.911e-002	1.103e+000
1.914e-002	1.103e+000
1.917e-002	1.103e+000
1.920e-002	1.103e+000
1.922e-002	1.104e+000
1.925e-002	1.104e+000
1.928e-002	1.104e+000
1.931e-002	1.104e+000
1.933e-002	1.104e+000
1.936e-002	1.104e+000
1.939e-002	1.104e+000
1.942e-002	1.104e+000
1.944e-002	1.105e+000
1.947e-002	1.105e+000
1.950e-002	1.105e+000
1.953e-002	1.105e+000
1.956e-002	1.105e+000
1.958e-002	1.105e+000
1.961e-002	1.105e+000
1.964e-002	1.105e+000
1.967e-002	1.106e+000
1.969e-002	1.106e+000
1.972e-002	1.106e+000
1.975e-002	1.106e+000
1.978e-002	1.106e+000
1.981e-002	1.106e+000
1.983e-002	1.106e+000
1.986e-002	1.106e+000
1.989e-002	1.107e+000
1.992e-002	1.107e+000
1.994e-002	1.107e+000
1.997e-002	1.107e+000
2.000e-002	1.107e+000
2.003e-002	1.107e+000
2.006e-002	1.107e+000
2.008e-002	1.107e+000
2.011e-002	1.107e+000
2.014e-002	1.108e+000
2.017e-002	1.108e+000
2.019e-002	1.108e+000
2.022e-002	1.108e+000
2.025e-002	1.108e+000
2.028e-002	1.108e+000
2.030e-002	1.108e+000
2.033e-002	1.108e+000
2.036e-002	1.109e+000
2.039e-002	1.109e+000
2.042e-002	1.109e+000
2.044e-002	1.109e+000
2.047e-002	1.109e+000
2.050e-002	1.109e+000
2.053e-002	1.109e+000
2.055e-002	1.109e+000
2.058e-002	1.109e+000
2.061e-002	1.110e+000
2.064e-002	1.110e+000
2.067e-002	1.110e+000
2.069e-002	1.110e+000
2.072e-002	1.110e+000
2.075e-002	1.110e+000
2.078e-002	1.110e+000
2.080e-002	1.110e+000
2.083e-002	1.110e+000
2.086e-002	1.110e+000
2.089e-002	1.111e+000
2.091e-002	1.111e+000
2.094e-002	1.111e+000
2.097e-002	1.111e+000
2.100e-002	1.111e+000
2.103e-002	1.111e+000
2.105e-002	1.111e+000
2.108e-002	1.112e+000
2.111e-002	1.112e+000
2.114e-002	1.112e+000
2.116e-002	1.112e+000
2.119e-002	1.112e+000
2.122e-002	1.112e+000
2.125e-002	1.112e+000
2.128e-002	1.112e+000
2.130e-002	1.112e+000
2.133e-002	1.112e+000
2.136e-002	1.112e+000
2.139e-002	1.113e+000
2.141e-002	1.113e+000
2.144e-002	1.113e+000
2.147e-002	1.113e+000
2.150e-002	1.113e+000
2.153e-002	1.113e+000
2.155e-002	1.113e+000
2.158e-002	1.114e+000
2.161e-002	1.114e+000
2.164e-002	1.114e+000
2.166e-002	1.114e+000
2.169e-002	1.114e+000
2.172e-002	1.114e+000
2.175e-002	1.114e+000
2.177e-002	1.114e+000
2.180e-002	1.114e+000
2.183e-002	1.114e+000
2.186e-002	1.115e+000
2.189e-002	1.115e+000
2.191e-002	1.115e+000
2.194e-002	1.115e+000
2.197e-002	1.115e+000
2.200e-002	1.115e+000
2.202e-002	1.115e+000
2.205e-002	1.116e+000
2.208e-002	1.116e+000
2.211e-002	1.116e+000
2.214e-002	1.116e+000
2.216e-002	1.116e+000
2.219e-002	1.116e+000
2.222e-002	1.116e+000
2.225e-002	1.116e+000
2.227e-002	1.116e+000
2.230e-002	1.117e+000
2.233e-002	1.117e+000
2.236e-002	1.117e+000
2.239e-002	1.117e+000
2.241e-002	1.117e+000
2.244e-002	1.117e+000
2.247e-002	1.117e+000
2.250e-002	1.117e+000
2.252e-002	1.117e+000
2.255e-002	1.118e+000
2.258e-002	1.118e+000
2.261e-002	1.118e+000
2.263e-002	1.118e+000
2.266e-002	1.118e+000
2.269e-002	1.119e+000
2.272e-002	1.119e+000
2.275e-002	1.119e+000
2.277e-002	1.119e+000
2.280e-002	1.119e+000
2.283e-002	1.119e+000
2.286e-002	1.119e+000
2.288e-002	1.119e+000
2.291e-002	1.119e+000
2.294e-002	1.119e+000
2.297e-002	1.119e+000
2.300e-002	1.120e+000
2.302e-002	1.120e+000
2.305e-002	1.120e+000
2.308e-002	1.120e+000
2.311e-002	1.120e+000
2.313e-002	1.120e+000
2.316e-002	1.121e+000
2.319e-002	1.121e+000
2.322e-002	1.121e+000
2.325e-002	1.121e+000
2.327e-002	1.121e+000
2.330e-002	1.121e+000
2.333e-002	1.122e+000
2.336e-002	1.122e+000
2.338e-002	1.122e+000
2.341e-002	1.122e+000
2.344e-002	1.122e+000
2.347e-002	1.122e+000
2.349e-002	1.122e+000
2.352e-002	1.122e+000
2.355e-002	1.122e+000
2.358e-002	1.123e+000
2.361e-002	1.123e+000
2.363e-002	1.123e+000
2.366e-002	1.123e+000
2.369e-002	1.123e+000
2.372e-002	1.123e+000
2.374e-002	1.123e+000
2.377e-002	1.123e+000
2.380e-002	1.124e+000
2.383e-002	1.124e+000
2.386e-002	1.124e+000
2.388e-002	1.124e+000
2.391e-002	1.124e+000
2.394e-002	1.124e+000
2.397e-002	1.125e+000
2.399e-002	1.125e+000
2.402e-002	1.125e+000
2.405e-002	1.125e+000
2.408e-002	1.125e+000
2.410e-002	1.125e+000
2.413e-002	1.125e+000
2.416e-002	1.125e+000
2.419e-002	1.126e+000
2.422e-002	1.126e+000
2.424e-002	1.126e+000
2.427e-002	1.126e+000
2.430e-002	1.127e+000
2.433e-002	1.127e+000
2.435e-002	1.127e+000
2.438e-002	1.127e+000
2.441e-002	1.127e+000
2.444e-002	1.127e+000
2.447e-002	1.127e+000
2.449e-002	1.127e+000
2.452e-002	1.128e+000
2.455e-002	1.128e+000
2.458e-002	1.128e+000
2.460e-002	1.128e+000
2.463e-002	1.128e+000
2.466e-002	1.129e+000
2.469e-002	1.129e+000
2.472e-002	1.129e+000
2.474e-002	1.129e+000
2.477e-002	1.129e+000
2.480e-002	1.129e+000
2.483e-002	1.130e+000
2.485e-002	1.130e+000
2.488e-002	1.130e+000
2.491e-002	1.130e+000
2.494e-002	1.130e+000
2.496e-002	1.130e+000
2.499e-002	1.130e+000
2.502e-002	1.131e+000
2.505e-002	1.131e+000
2.508e-002	1.131e+000
2.510e-002	1.131e+000
2.513e-002	1.131e+000
2.516e-002	1.131e+000
2.519e-002	1.132e+000
2.521e-002	1.132e+000
2.524e-002	1.132e+000
2.527e-002	1.132e+000
2.530e-002	1.132e+000
2.533e-002	1.132e+000
2.535e-002	1.132e+000
2.538e-002	1.133e+000
2.541e-002	1.133e+000
2.544e-002	1.133e+000
2.546e-002	1.133e+000
2.549e-002	1.134e+000
2.552e-002	1.134e+000
2.555e-002	1.134e+000
2.558e-002	1.134e+000
2.560e-002	1.134e+000
2.563e-002	1.135e+000
2.566e-002	1.135e+000
2.569e-002	1.135e+000
2.571e-002	1.135e+000
2.574e-002	1.135e+000
2.577e-002	1.136e+000
2.580e-002	1.136e+000
2.582e-002	1.136e+000
2.585e-002	1.136e+000
2.588e-002	1.136e+000
2.591e-002	1.137e+000
2.594e-002	1.137e+000
2.596e-002	1.137e+000
2.599e-002	1.137e+000
2.602e-002	1.138e+000
2.605e-002	1.138e+000
2.607e-002	1.138e+000
2.610e-002	1.138e+000
2.613e-002	1.139e+000
2.616e-002	1.139e+000
2.619e-002	1.139e+000
2.621e-002	1.139e+000
2.624e-002	1.139e+000
2.627e-002	1.140e+000
2.630e-002	1.140e+000
2.632e-002	1.140e+000
2.635e-002	1.141e+000
2.638e-002	1.141e+000
2.641e-002	1.141e+000
2.644e-002	1.141e+000
2.646e-002	1.141e+000
2.649e-002	1.141e+000
2.652e-002	1.142e+000
2.655e-002	1.142e+000
2.657e-002	1.143e+000
2.660e-002	1.143e+000
2.663e-002	1.143e+000
2.666e-002	1.143e+000
2.668e-002	1.144e+000
2.671e-002	1.144e+000
2.674e-002	1.144e+000
2.677e-002	1.144e+000
2.680e-002	1.145e+000
2.682e-002	1.145e+000
2.685e-002	1.145e+000
2.688e-002	1.146e+000
2.691e-002	1.146e+000
2.693e-002	1.146e+000
2.696e-002	1.146e+000
2.699e-002	1.147e+000
2.702e-002	1.147e+000
2.705e-002	1.147e+000
2.707e-002	1.148e+000
2.710e-002	1.148e+000
2.713e-002	1.148e+000
2.716e-002	1.149e+000
2.718e-002	1.149e+000
2.721e-002	1.149e+000
2.724e-002	1.150e+000
2.727e-002	1.150e+000
2.729e-002	1.151e+000
2.732e-002	1.151e+000
2.735e-002	1.151e+000
2.738e-002	1.152e+000
2.741e-002	1.152e+000
2.743e-002	1.153e+000
2.746e-002	1.153e+000
2.749e-002	1.153e+000
2.752e-002	1.154e+000
2.754e-002	1.154e+000
2.757e-002	1.154e+000
2.760e-002	1.155e+000
2.763e-002	1.155e+000
