XY
	CURVE (PWRDISCHARGE_#1.DTA)
-9.035e-003	4.226e-001
-9.063e-003	4.225e-001
-9.091e-003	4.221e-001
-9.119e-003	4.217e-001
-9.146e-003	4.215e-001
-9.174e-003	4.213e-001
-9.202e-003	4.210e-001
-9.230e-003	4.208e-001
-9.258e-003	4.206e-001
-9.285e-003	4.205e-001
-9.313e-003	4.204e-001
-9.341e-003	4.201e-001
-9.369e-003	4.198e-001
-9.397e-003	4.194e-001
-9.424e-003	4.191e-001
-9.452e-003	4.188e-001
-9.480e-003	4.185e-001
-9.508e-003	4.182e-001
-9.536e-003	4.180e-001
-9.563e-003	4.179e-001
-9.591e-003	4.178e-001
-9.619e-003	4.177e-001
-9.647e-003	4.175e-001
-9.675e-003	4.174e-001
-9.702e-003	4.171e-001
-9.730e-003	4.168e-001
-9.758e-003	4.165e-001
-9.786e-003	4.163e-001
-9.814e-003	4.160e-001
-9.841e-003	4.157e-001
-9.869e-003	4.156e-001
-9.897e-003	4.151e-001
-9.925e-003	4.149e-001
-9.953e-003	4.146e-001
-9.980e-003	4.144e-001
-1.001e-002	4.142e-001
-1.004e-002	4.139e-001
-1.006e-002	4.137e-001
-1.009e-002	4.135e-001
-1.012e-002	4.131e-001
-1.015e-002	4.130e-001
-1.017e-002	4.128e-001
-1.020e-002	4.126e-001
-1.023e-002	4.122e-001
-1.026e-002	4.118e-001
-1.029e-002	4.115e-001
-1.031e-002	4.113e-001
-1.034e-002	4.112e-001
-1.037e-002	4.106e-001
-1.040e-002	4.103e-001
-1.043e-002	4.101e-001
-1.045e-002	4.100e-001
-1.048e-002	4.100e-001
-1.051e-002	4.099e-001
-1.054e-002	4.095e-001
-1.056e-002	4.089e-001
-1.059e-002	4.086e-001
-1.062e-002	4.082e-001
-1.065e-002	4.082e-001
-1.068e-002	4.080e-001
-1.070e-002	4.076e-001
-1.073e-002	4.074e-001
-1.076e-002	4.072e-001
-1.079e-002	4.071e-001
-1.081e-002	4.070e-001
-1.084e-002	4.066e-001
-1.087e-002	4.064e-001
-1.090e-002	4.062e-001
-1.093e-002	4.059e-001
-1.095e-002	4.055e-001
-1.098e-002	4.054e-001
-1.101e-002	4.051e-001
-1.104e-002	4.049e-001
-1.106e-002	4.049e-001
-1.109e-002	4.046e-001
-1.112e-002	4.043e-001
-1.115e-002	4.040e-001
-1.118e-002	4.036e-001
-1.120e-002	4.034e-001
-1.123e-002	4.031e-001
-1.126e-002	4.026e-001
-1.129e-002	4.023e-001
-1.131e-002	4.022e-001
-1.134e-002	4.021e-001
-1.137e-002	4.022e-001
-1.140e-002	4.020e-001
-1.143e-002	4.018e-001
-1.145e-002	4.016e-001
-1.148e-002	4.013e-001
-1.151e-002	4.010e-001
-1.154e-002	4.007e-001
-1.157e-002	4.006e-001
-1.159e-002	4.002e-001
-1.162e-002	4.000e-001
-1.165e-002	3.999e-001
-1.168e-002	3.997e-001
-1.170e-002	3.992e-001
-1.173e-002	3.989e-001
-1.176e-002	3.987e-001
-1.179e-002	3.984e-001
-1.182e-002	3.978e-001
-1.184e-002	3.974e-001
-1.187e-002	3.971e-001
-1.190e-002	3.968e-001
-1.193e-002	3.967e-001
-1.195e-002	3.965e-001
-1.198e-002	3.964e-001
-1.201e-002	3.961e-001
-1.204e-002	3.960e-001
-1.207e-002	3.959e-001
-1.209e-002	3.957e-001
-1.212e-002	3.954e-001
-1.215e-002	3.950e-001
-1.218e-002	3.944e-001
-1.220e-002	3.940e-001
-1.223e-002	3.940e-001
-1.226e-002	3.939e-001
-1.229e-002	3.938e-001
-1.232e-002	3.934e-001
-1.234e-002	3.931e-001
-1.237e-002	3.927e-001
-1.240e-002	3.924e-001
-1.243e-002	3.923e-001
-1.245e-002	3.922e-001
-1.248e-002	3.920e-001
-1.251e-002	3.916e-001
-1.254e-002	3.912e-001
-1.257e-002	3.910e-001
-1.259e-002	3.909e-001
-1.262e-002	3.907e-001
-1.265e-002	3.905e-001
-1.268e-002	3.900e-001
-1.270e-002	3.897e-001
-1.273e-002	3.894e-001
-1.276e-002	3.892e-001
-1.279e-002	3.888e-001
-1.282e-002	3.887e-001
-1.284e-002	3.883e-001
-1.287e-002	3.882e-001
-1.290e-002	3.879e-001
-1.293e-002	3.876e-001
-1.296e-002	3.874e-001
-1.298e-002	3.871e-001
-1.301e-002	3.869e-001
-1.304e-002	3.866e-001
-1.307e-002	3.862e-001
-1.309e-002	3.859e-001
-1.312e-002	3.854e-001
-1.315e-002	3.851e-001
-1.318e-002	3.851e-001
-1.321e-002	3.852e-001
-1.323e-002	3.848e-001
-1.326e-002	3.843e-001
-1.329e-002	3.839e-001
-1.332e-002	3.835e-001
-1.334e-002	3.829e-001
-1.337e-002	3.825e-001
-1.340e-002	3.824e-001
-1.343e-002	3.825e-001
-1.346e-002	3.823e-001
-1.348e-002	3.820e-001
-1.351e-002	3.816e-001
-1.354e-002	3.813e-001
-1.357e-002	3.809e-001
-1.359e-002	3.804e-001
-1.362e-002	3.798e-001
-1.365e-002	3.794e-001
-1.368e-002	3.794e-001
-1.371e-002	3.794e-001
-1.373e-002	3.793e-001
-1.376e-002	3.791e-001
-1.379e-002	3.788e-001
-1.382e-002	3.785e-001
-1.384e-002	3.781e-001
-1.387e-002	3.778e-001
-1.390e-002	3.777e-001
-1.393e-002	3.772e-001
-1.396e-002	3.770e-001
-1.398e-002	3.769e-001
-1.401e-002	3.768e-001
-1.404e-002	3.765e-001
-1.407e-002	3.763e-001
-1.409e-002	3.759e-001
-1.412e-002	3.755e-001
-1.415e-002	3.750e-001
-1.418e-002	3.747e-001
-1.421e-002	3.745e-001
-1.423e-002	3.743e-001
-1.426e-002	3.736e-001
-1.429e-002	3.733e-001
-1.432e-002	3.732e-001
-1.435e-002	3.730e-001
-1.437e-002	3.728e-001
-1.440e-002	3.728e-001
-1.443e-002	3.725e-001
-1.446e-002	3.721e-001
-1.448e-002	3.718e-001
-1.451e-002	3.715e-001
-1.454e-002	3.712e-001
-1.457e-002	3.706e-001
-1.460e-002	3.702e-001
-1.462e-002	3.700e-001
-1.465e-002	3.699e-001
-1.468e-002	3.696e-001
-1.471e-002	3.694e-001
-1.473e-002	3.692e-001
-1.476e-002	3.686e-001
-1.479e-002	3.686e-001
-1.482e-002	3.680e-001
-1.485e-002	3.668e-001
-1.487e-002	3.664e-001
-1.490e-002	3.665e-001
-1.493e-002	3.666e-001
-1.496e-002	3.665e-001
-1.498e-002	3.665e-001
-1.501e-002	3.662e-001
-1.504e-002	3.658e-001
-1.507e-002	3.654e-001
-1.510e-002	3.652e-001
-1.512e-002	3.648e-001
-1.515e-002	3.644e-001
-1.518e-002	3.641e-001
-1.521e-002	3.638e-001
-1.523e-002	3.636e-001
-1.526e-002	3.632e-001
-1.529e-002	3.628e-001
-1.532e-002	3.625e-001
-1.535e-002	3.621e-001
-1.537e-002	3.620e-001
-1.540e-002	3.618e-001
-1.543e-002	3.614e-001
-1.546e-002	3.603e-001
-1.548e-002	3.591e-001
-1.551e-002	3.591e-001
-1.554e-002	3.592e-001
-1.557e-002	3.592e-001
-1.560e-002	3.594e-001
-1.562e-002	3.593e-001
-1.565e-002	3.593e-001
-1.568e-002	3.590e-001
-1.571e-002	3.587e-001
-1.574e-002	3.583e-001
-1.576e-002	3.578e-001
-1.579e-002	3.572e-001
-1.582e-002	3.567e-001
-1.585e-002	3.559e-001
-1.587e-002	3.555e-001
-1.590e-002	3.552e-001
-1.593e-002	3.550e-001
-1.596e-002	3.549e-001
-1.599e-002	3.546e-001
-1.601e-002	3.543e-001
-1.604e-002	3.539e-001
-1.607e-002	3.535e-001
-1.610e-002	3.530e-001
-1.612e-002	3.524e-001
-1.615e-002	3.518e-001
-1.618e-002	3.517e-001
-1.621e-002	3.514e-001
-1.624e-002	3.509e-001
-1.626e-002	3.507e-001
-1.629e-002	3.505e-001
-1.632e-002	3.504e-001
-1.635e-002	3.500e-001
-1.637e-002	3.496e-001
-1.640e-002	3.493e-001
-1.643e-002	3.489e-001
-1.646e-002	3.489e-001
-1.649e-002	3.484e-001
-1.651e-002	3.480e-001
-1.654e-002	3.478e-001
-1.657e-002	3.477e-001
-1.660e-002	3.474e-001
-1.662e-002	3.472e-001
-1.665e-002	3.466e-001
-1.668e-002	3.461e-001
-1.671e-002	3.457e-001
-1.674e-002	3.452e-001
-1.676e-002	3.451e-001
-1.679e-002	3.447e-001
-1.682e-002	3.442e-001
-1.685e-002	3.438e-001
-1.687e-002	3.435e-001
-1.690e-002	3.432e-001
-1.693e-002	3.429e-001
-1.696e-002	3.426e-001
-1.699e-002	3.422e-001
-1.701e-002	3.418e-001
-1.704e-002	3.412e-001
-1.707e-002	3.405e-001
-1.710e-002	3.401e-001
-1.713e-002	3.399e-001
-1.715e-002	3.398e-001
-1.718e-002	3.396e-001
-1.721e-002	3.393e-001
-1.724e-002	3.386e-001
-1.726e-002	3.375e-001
-1.729e-002	3.369e-001
-1.732e-002	3.369e-001
-1.735e-002	3.367e-001
-1.738e-002	3.365e-001
-1.740e-002	3.363e-001
-1.743e-002	3.361e-001
-1.746e-002	3.356e-001
-1.749e-002	3.353e-001
-1.751e-002	3.351e-001
-1.754e-002	3.347e-001
-1.757e-002	3.344e-001
-1.760e-002	3.339e-001
-1.763e-002	3.332e-001
-1.765e-002	3.324e-001
-1.768e-002	3.318e-001
-1.771e-002	3.315e-001
-1.774e-002	3.316e-001
-1.776e-002	3.315e-001
-1.779e-002	3.312e-001
-1.782e-002	3.305e-001
-1.785e-002	3.298e-001
-1.788e-002	3.293e-001
-1.790e-002	3.286e-001
-1.793e-002	3.282e-001
-1.796e-002	3.284e-001
-1.799e-002	3.283e-001
-1.801e-002	3.282e-001
-1.804e-002	3.280e-001
-1.807e-002	3.276e-001
-1.810e-002	3.271e-001
-1.813e-002	3.267e-001
-1.815e-002	3.263e-001
-1.818e-002	3.259e-001
-1.821e-002	3.254e-001
-1.824e-002	3.250e-001
-1.826e-002	3.248e-001
-1.829e-002	3.240e-001
-1.832e-002	3.235e-001
-1.835e-002	3.232e-001
-1.838e-002	3.229e-001
-1.840e-002	3.224e-001
-1.843e-002	3.223e-001
-1.846e-002	3.222e-001
-1.849e-002	3.214e-001
-1.852e-002	3.208e-001
-1.854e-002	3.205e-001
-1.857e-002	3.202e-001
-1.860e-002	3.200e-001
-1.863e-002	3.193e-001
-1.865e-002	3.189e-001
-1.868e-002	3.184e-001
-1.871e-002	3.179e-001
-1.874e-002	3.176e-001
-1.877e-002	3.171e-001
-1.879e-002	3.164e-001
-1.882e-002	3.157e-001
-1.885e-002	3.151e-001
-1.888e-002	3.148e-001
-1.890e-002	3.144e-001
-1.893e-002	3.140e-001
-1.896e-002	3.135e-001
-1.899e-002	3.132e-001
-1.902e-002	3.129e-001
-1.904e-002	3.123e-001
-1.907e-002	3.118e-001
-1.910e-002	3.109e-001
-1.913e-002	3.101e-001
-1.915e-002	3.096e-001
-1.918e-002	3.095e-001
-1.921e-002	3.095e-001
-1.924e-002	3.094e-001
-1.927e-002	3.091e-001
-1.929e-002	3.089e-001
-1.932e-002	3.082e-001
-1.935e-002	3.077e-001
-1.938e-002	3.066e-001
-1.940e-002	3.057e-001
-1.943e-002	3.057e-001
-1.946e-002	3.057e-001
-1.949e-002	3.056e-001
-1.952e-002	3.056e-001
-1.954e-002	3.050e-001
-1.957e-002	3.046e-001
-1.960e-002	3.042e-001
-1.963e-002	3.036e-001
-1.965e-002	3.029e-001
-1.968e-002	3.025e-001
-1.971e-002	3.018e-001
-1.974e-002	3.011e-001
-1.977e-002	3.007e-001
-1.979e-002	3.004e-001
-1.982e-002	2.999e-001
-1.985e-002	2.994e-001
-1.988e-002	2.988e-001
-1.991e-002	2.980e-001
-1.993e-002	2.978e-001
-1.996e-002	2.975e-001
-1.999e-002	2.969e-001
-2.002e-002	2.963e-001
-2.004e-002	2.953e-001
-2.007e-002	2.947e-001
-2.010e-002	2.945e-001
-2.013e-002	2.941e-001
-2.016e-002	2.938e-001
-2.018e-002	2.934e-001
-2.021e-002	2.931e-001
-2.024e-002	2.925e-001
-2.027e-002	2.916e-001
-2.029e-002	2.907e-001
-2.032e-002	2.895e-001
-2.035e-002	2.889e-001
-2.038e-002	2.887e-001
-2.041e-002	2.889e-001
-2.043e-002	2.886e-001
-2.046e-002	2.881e-001
-2.049e-002	2.876e-001
-2.052e-002	2.870e-001
-2.054e-002	2.866e-001
-2.057e-002	2.861e-001
-2.060e-002	2.855e-001
-2.063e-002	2.849e-001
-2.066e-002	2.843e-001
-2.068e-002	2.836e-001
-2.071e-002	2.825e-001
-2.074e-002	2.817e-001
-2.077e-002	2.815e-001
-2.079e-002	2.809e-001
-2.082e-002	2.801e-001
-2.085e-002	2.792e-001
-2.088e-002	2.790e-001
-2.091e-002	2.788e-001
-2.093e-002	2.787e-001
-2.096e-002	2.789e-001
-2.099e-002	2.785e-001
-2.102e-002	2.781e-001
-2.105e-002	2.775e-001
-2.107e-002	2.770e-001
-2.110e-002	2.762e-001
-2.113e-002	2.752e-001
-2.116e-002	2.742e-001
-2.118e-002	2.733e-001
-2.121e-002	2.729e-001
-2.124e-002	2.725e-001
-2.127e-002	2.722e-001
-2.130e-002	2.719e-001
-2.132e-002	2.713e-001
-2.135e-002	2.707e-001
-2.138e-002	2.700e-001
-2.141e-002	2.691e-001
-2.143e-002	2.686e-001
-2.146e-002	2.682e-001
-2.149e-002	2.671e-001
-2.152e-002	2.661e-001
-2.155e-002	2.647e-001
-2.157e-002	2.642e-001
-2.160e-002	2.640e-001
-2.163e-002	2.639e-001
-2.166e-002	2.635e-001
-2.168e-002	2.631e-001
-2.171e-002	2.627e-001
-2.174e-002	2.619e-001
-2.177e-002	2.610e-001
-2.180e-002	2.600e-001
-2.182e-002	2.594e-001
-2.185e-002	2.591e-001
-2.188e-002	2.587e-001
-2.191e-002	2.579e-001
-2.193e-002	2.574e-001
-2.196e-002	2.571e-001
-2.199e-002	2.563e-001
-2.202e-002	2.551e-001
-2.205e-002	2.538e-001
-2.207e-002	2.530e-001
-2.210e-002	2.521e-001
-2.213e-002	2.512e-001
-2.216e-002	2.502e-001
-2.218e-002	2.499e-001
-2.221e-002	2.498e-001
-2.224e-002	2.492e-001
-2.227e-002	2.484e-001
-2.230e-002	2.479e-001
-2.232e-002	2.471e-001
-2.235e-002	2.460e-001
-2.238e-002	2.448e-001
-2.241e-002	2.435e-001
-2.244e-002	2.430e-001
-2.246e-002	2.427e-001
-2.249e-002	2.423e-001
-2.252e-002	2.420e-001
-2.255e-002	2.414e-001
-2.257e-002	2.409e-001
-2.260e-002	2.401e-001
-2.263e-002	2.396e-001
-2.266e-002	2.384e-001
-2.269e-002	2.374e-001
-2.271e-002	2.369e-001
-2.274e-002	2.367e-001
-2.277e-002	2.362e-001
-2.280e-002	2.358e-001
-2.282e-002	2.351e-001
-2.285e-002	2.339e-001
-2.288e-002	2.326e-001
-2.291e-002	2.316e-001
-2.294e-002	2.303e-001
-2.296e-002	2.295e-001
-2.299e-002	2.291e-001
-2.302e-002	2.284e-001
-2.305e-002	2.277e-001
-2.307e-002	2.273e-001
-2.310e-002	2.265e-001
-2.313e-002	2.252e-001
-2.316e-002	2.239e-001
-2.319e-002	2.230e-001
-2.321e-002	2.221e-001
-2.324e-002	2.211e-001
-2.327e-002	2.208e-001
-2.330e-002	2.202e-001
-2.332e-002	2.196e-001
-2.335e-002	2.188e-001
-2.338e-002	2.181e-001
-2.341e-002	2.173e-001
-2.344e-002	2.167e-001
-2.346e-002	2.155e-001
-2.349e-002	2.137e-001
-2.352e-002	2.117e-001
-2.355e-002	2.105e-001
-2.357e-002	2.103e-001
-2.360e-002	2.097e-001
-2.363e-002	2.088e-001
-2.366e-002	2.080e-001
-2.369e-002	2.073e-001
-2.371e-002	2.062e-001
-2.374e-002	2.046e-001
-2.377e-002	2.025e-001
-2.380e-002	2.013e-001
-2.383e-002	2.009e-001
-2.385e-002	2.006e-001
-2.388e-002	2.002e-001
-2.391e-002	1.994e-001
-2.394e-002	1.984e-001
-2.396e-002	1.971e-001
-2.399e-002	1.957e-001
-2.402e-002	1.944e-001
-2.405e-002	1.932e-001
-2.408e-002	1.917e-001
-2.410e-002	1.903e-001
-2.413e-002	1.892e-001
-2.416e-002	1.883e-001
-2.419e-002	1.877e-001
-2.421e-002	1.862e-001
-2.424e-002	1.849e-001
-2.427e-002	1.838e-001
-2.430e-002	1.824e-001
-2.433e-002	1.812e-001
-2.435e-002	1.795e-001
-2.438e-002	1.781e-001
-2.441e-002	1.764e-001
-2.444e-002	1.750e-001
-2.446e-002	1.741e-001
-2.449e-002	1.736e-001
-2.452e-002	1.723e-001
-2.455e-002	1.710e-001
-2.458e-002	1.698e-001
-2.460e-002	1.680e-001
-2.463e-002	1.669e-001
-2.466e-002	1.663e-001
-2.469e-002	1.655e-001
-2.471e-002	1.642e-001
-2.474e-002	1.624e-001
-2.477e-002	1.616e-001
-2.480e-002	1.602e-001
-2.483e-002	1.587e-001
-2.485e-002	1.577e-001
-2.488e-002	1.564e-001
-2.491e-002	1.551e-001
-2.494e-002	1.527e-001
-2.496e-002	1.514e-001
-2.499e-002	1.505e-001
-2.502e-002	1.492e-001
-2.505e-002	1.474e-001
-2.508e-002	1.459e-001
-2.510e-002	1.443e-001
-2.513e-002	1.416e-001
-2.516e-002	1.403e-001
-2.519e-002	1.392e-001
-2.522e-002	1.383e-001
-2.524e-002	1.369e-001
-2.527e-002	1.353e-001
-2.530e-002	1.338e-001
-2.533e-002	1.326e-001
-2.535e-002	1.313e-001
-2.538e-002	1.298e-001
-2.541e-002	1.278e-001
-2.544e-002	1.254e-001
-2.547e-002	1.244e-001
-2.549e-002	1.226e-001
-2.552e-002	1.198e-001
-2.555e-002	1.175e-001
-2.558e-002	1.162e-001
-2.560e-002	1.154e-001
-2.563e-002	1.143e-001
-2.566e-002	1.118e-001
-2.569e-002	1.093e-001
-2.572e-002	1.058e-001
-2.574e-002	1.032e-001
-2.577e-002	1.020e-001
-2.580e-002	1.011e-001
-2.583e-002	9.970e-002
