XY
	CURVE1 (new-5mmolar-18btmapaq-CV-co2-100mvps.DTA)[BKS]		CURVE2 (new-5mmolar-18btmapaq-CV-co2-100mvps.DTA)[BKS]
6.724e-002	-4.712e-007		
6.327e-002	-3.597e-007		
5.925e-002	-4.671e-007		
5.527e-002	-4.960e-007		
5.125e-002	-4.097e-007		
4.731e-002	-5.429e-007		
4.328e-002	-4.436e-007		
3.934e-002	-5.467e-007		
3.528e-002	-5.737e-007		
3.130e-002	-4.812e-007		
2.725e-002	-6.407e-007		
2.334e-002	-5.151e-007		
1.926e-002	-6.216e-007		
1.539e-002	-6.430e-007		
1.131e-002	-5.439e-007		
7.341e-003	-6.939e-007		
3.290e-003	-5.761e-007		
-6.447e-004	-6.678e-007		
-4.700e-003	-6.895e-007		
-8.634e-003	-5.872e-007		
-1.268e-002	-7.362e-007		
-1.666e-002	-5.949e-007		
-2.069e-002	-6.799e-007		
-2.464e-002	-7.028e-007		
-2.869e-002	-5.624e-007		
-3.261e-002	-7.318e-007		
-3.672e-002	-5.694e-007		
-4.064e-002	-6.875e-007		
-4.466e-002	-6.723e-007		
-4.862e-002	-5.332e-007		
-5.266e-002	-7.013e-007		
-5.658e-002	-5.175e-007		
-6.068e-002	-6.253e-007		
-6.461e-002	-6.424e-007		
-6.864e-002	-4.810e-007		
-7.259e-002	-6.597e-007		
-7.665e-002	-4.637e-007		
-8.056e-002	-5.890e-007		
-8.467e-002	-5.888e-007		
-8.855e-002	-4.384e-007		
-9.263e-002	-6.182e-007		
-9.658e-002	-4.144e-007		
-1.006e-001	-5.482e-007		
-1.045e-001	-5.512e-007		
-1.087e-001	-4.000e-007		
-1.125e-001	-5.907e-007		
-1.166e-001	-3.872e-007		
-1.206e-001	-5.319e-007		
-1.246e-001	-5.336e-007		
-1.285e-001	-3.877e-007		
-1.326e-001	-5.973e-007		
-1.365e-001	-3.771e-007		
-1.406e-001	-5.279e-007		
-1.445e-001	-5.438e-007		
-1.486e-001	-3.985e-007		
-1.525e-001	-6.159e-007		
-1.566e-001	-4.002e-007		
-1.605e-001	-5.658e-007		
-1.646e-001	-5.751e-007		
-1.685e-001	-4.374e-007		
-1.726e-001	-6.738e-007		
-1.765e-001	-4.597e-007		
-1.806e-001	-6.514e-007		
-1.845e-001	-6.599e-007		
-1.886e-001	-5.276e-007		
-1.925e-001	-7.878e-007		
-1.965e-001	-5.638e-007		
-2.005e-001	-7.733e-007		
-2.045e-001	-8.044e-007		
-2.085e-001	-6.787e-007		
-2.125e-001	-9.627e-007		
-2.164e-001	-7.532e-007		
-2.205e-001	-9.992e-007		
-2.245e-001	-1.056e-006		
-2.285e-001	-9.543e-007		
-2.324e-001	-1.282e-006		
-2.365e-001	-1.101e-006		
-2.404e-001	-1.389e-006		
-2.444e-001	-1.496e-006		
-2.484e-001	-1.437e-006		
-2.525e-001	-1.828e-006		
-2.564e-001	-1.692e-006		
-2.604e-001	-2.070e-006		
-2.644e-001	-2.235e-006		
-2.684e-001	-2.258e-006		
-2.724e-001	-2.738e-006		
-2.764e-001	-2.683e-006		
-2.804e-001	-3.147e-006		
-2.844e-001	-3.409e-006		
-2.884e-001	-3.520e-006		
-2.924e-001	-4.117e-006		
-2.964e-001	-4.148e-006		
-3.004e-001	-4.712e-006		
-3.044e-001	-5.066e-006		
-3.084e-001	-5.275e-006		
-3.123e-001	-5.968e-006		
-3.163e-001	-6.076e-006		
-3.203e-001	-6.747e-006		
-3.243e-001	-7.178e-006		
-3.283e-001	-7.446e-006		
-3.323e-001	-8.212e-006		
-3.363e-001	-8.359e-006		
-3.403e-001	-9.068e-006		
-3.442e-001	-9.520e-006		
-3.483e-001	-9.794e-006		
-3.523e-001	-1.055e-005		
-3.562e-001	-1.066e-005		
-3.602e-001	-1.132e-005		
-3.642e-001	-1.168e-005		
-3.682e-001	-1.189e-005		
-3.722e-001	-1.254e-005		
-3.762e-001	-1.252e-005		
-3.802e-001	-1.307e-005		
-3.842e-001	-1.329e-005		
-3.882e-001	-1.334e-005		
-3.922e-001	-1.386e-005		
-3.962e-001	-1.369e-005		
-4.002e-001	-1.410e-005		
-4.042e-001	-1.417e-005		
-4.082e-001	-1.409e-005		
-4.121e-001	-1.450e-005		
-4.162e-001	-1.422e-005		
-4.202e-001	-1.454e-005		
-4.241e-001	-1.454e-005		
-4.281e-001	-1.438e-005		
-4.321e-001	-1.476e-005		
-4.361e-001	-1.440e-005		
-4.401e-001	-1.471e-005		
-4.441e-001	-1.469e-005		
-4.481e-001	-1.451e-005		
-4.521e-001	-1.489e-005		
-4.561e-001	-1.453e-005		
-4.601e-001	-1.488e-005		
-4.641e-001	-1.487e-005		
-4.681e-001	-1.471e-005		
-4.721e-001	-1.514e-005		
-4.761e-001	-1.483e-005		
-4.801e-001	-1.527e-005		
-4.841e-001	-1.535e-005		
-4.880e-001	-1.533e-005		
-4.920e-001	-1.592e-005		
-4.961e-001	-1.583e-005		
-5.000e-001	-1.655e-005		
-5.040e-001	-1.699e-005		
-5.080e-001	-1.747e-005		
-5.120e-001	-1.869e-005		
-5.163e-001	-1.964e-005		
-5.203e-001	-2.132e-005		
-5.243e-001	-2.283e-005		
-5.283e-001	-2.452e-005		
-5.323e-001	-2.718e-005		
-5.363e-001	-2.926e-005		
-5.403e-001	-3.259e-005		
-5.443e-001	-3.586e-005		
-5.483e-001	-3.942e-005		
-5.523e-001	-4.407e-005		
-5.563e-001	-4.827e-005		
-5.603e-001	-5.396e-005		
-5.642e-001	-5.960e-005		
-5.682e-001	-6.575e-005		
-5.722e-001	-7.297e-005		
-5.762e-001	-7.970e-005		
-5.802e-001	-8.773e-005		
-5.842e-001	-9.538e-005		
-5.882e-001	-1.029e-004		
-5.922e-001	-1.108e-004		
-5.961e-001	-1.173e-004		
-6.002e-001	-1.240e-004		
-6.041e-001	-1.292e-004		
-6.081e-001	-1.331e-004		
-6.121e-001	-1.365e-004		
-6.161e-001	-1.376e-004		
-6.201e-001	-1.387e-004		
-6.241e-001	-1.381e-004		
-6.281e-001	-1.368e-004		
-6.321e-001	-1.359e-004		
-6.361e-001	-1.333e-004		
-6.401e-001	-1.313e-004		
-6.440e-001	-1.287e-004		
-6.481e-001	-1.259e-004		
-6.521e-001	-1.238e-004		
-6.561e-001	-1.208e-004		
-6.601e-001	-1.189e-004		
-6.641e-001	-1.165e-004		
-6.681e-001	-1.141e-004		
-6.721e-001	-1.125e-004		
-6.761e-001	-1.099e-004		
-6.801e-001	-1.085e-004		
-6.841e-001	-1.066e-004		
-6.881e-001	-1.046e-004		
-6.921e-001	-1.035e-004		
-6.961e-001	-1.013e-004		
-7.001e-001	-1.003e-004		
-7.041e-001	-9.865e-005		
-7.081e-001	-9.701e-005		
-7.121e-001	-9.615e-005		
-7.161e-001	-9.422e-005		
-7.201e-001	-9.347e-005		
-7.240e-001	-9.208e-005		
-7.281e-001	-9.068e-005		
-7.320e-001	-9.006e-005		
-7.361e-001	-8.835e-005		
-7.401e-001	-8.795e-005		
-7.441e-001	-8.675e-005		
-7.480e-001	-8.546e-005		
-7.521e-001	-8.499e-005		
-7.560e-001	-8.339e-005		
-7.600e-001	-8.307e-005		
-7.640e-001	-8.202e-005		
-7.680e-001	-8.095e-005		
-7.720e-001	-8.065e-005		
-7.760e-001	-7.915e-005		
-7.800e-001	-7.904e-005		
-7.840e-001	-7.828e-005		
-7.880e-001	-7.720e-005		
-7.921e-001	-7.703e-005		
-7.960e-001	-7.576e-005		
-8.000e-001	-7.563e-005		
-8.040e-001	-7.486e-005		
-8.080e-001	-7.393e-005		
-8.120e-001	-7.391e-005		
-8.160e-001	-7.268e-005		
-8.199e-001	-7.267e-005		
-8.240e-001	-7.196e-005		
-8.279e-001	-7.121e-005		
-8.320e-001	-7.126e-005		
-8.359e-001	-7.009e-005		
-8.400e-001	-7.017e-005		
-8.439e-001	-6.950e-005		
-8.480e-001	-6.883e-005		
-8.519e-001	-6.897e-005		
-8.560e-001	-6.789e-005		
-8.599e-001	-6.799e-005		
-8.640e-001	-6.741e-005		
-8.679e-001	-6.676e-005		
-8.720e-001	-6.699e-005		
-8.759e-001	-6.594e-005		
-8.800e-001	-6.615e-005		
-8.839e-001	-6.557e-005		
-8.879e-001	-6.505e-005		
-8.919e-001	-6.521e-005		
-8.959e-001	-6.412e-005		
-8.999e-001	-6.439e-005		
-9.040e-001	-6.386e-005		
-9.078e-001	-6.335e-005		
-9.119e-001	-6.361e-005		
-9.159e-001	-6.257e-005		
-9.199e-001	-6.290e-005		
-9.238e-001	-6.241e-005		
-9.279e-001	-6.187e-005		
-9.318e-001	-6.218e-005		
-9.359e-001	-6.117e-005		
-9.399e-001	-6.154e-005		
-9.439e-001	-6.106e-005		
-9.478e-001	-6.061e-005		
-9.519e-001	-6.096e-005		
-9.558e-001	-5.991e-005		
-9.599e-001	-6.032e-005		
-9.638e-001	-5.986e-005		
-9.679e-001	-5.943e-005		
-9.718e-001	-5.982e-005		
-9.759e-001	-5.877e-005		
-9.798e-001	-5.923e-005		
-9.839e-001	-5.881e-005		
-9.878e-001	-5.840e-005		
-9.919e-001	-5.879e-005		
-9.958e-001	-5.779e-005		
-9.999e-001	-5.832e-005		
-9.958e-001	-5.743e-005		
-9.919e-001	-5.674e-005		
-9.878e-001	-5.688e-005		
-9.839e-001	-5.565e-005		
-9.798e-001	-5.599e-005		
-9.759e-001	-5.543e-005		
-9.718e-001	-5.490e-005		
-9.679e-001	-5.519e-005		
-9.638e-001	-5.407e-005		
-9.599e-001	-5.447e-005		
-9.558e-001	-5.396e-005		
-9.519e-001	-5.360e-005		
-9.478e-001	-5.393e-005		
-9.439e-001	-5.285e-005		
-9.399e-001	-5.337e-005		
-9.359e-001	-5.282e-005		
-9.318e-001	-5.229e-005		
-9.279e-001	-5.265e-005		
-9.238e-001	-5.167e-005		
-9.199e-001	-5.217e-005		
-9.159e-001	-5.165e-005		
-9.119e-001	-5.127e-005		
-9.078e-001	-5.170e-005		
-9.040e-001	-5.055e-005		
-8.999e-001	-5.116e-005		
-8.960e-001	-5.060e-005		
-8.919e-001	-5.035e-005		
-8.880e-001	-5.063e-005		
-8.839e-001	-4.965e-005		
-8.800e-001	-5.015e-005		
-8.759e-001	-4.971e-005		
-8.720e-001	-4.953e-005		
-8.679e-001	-4.983e-005		
-8.640e-001	-4.868e-005		
-8.599e-001	-4.927e-005		
-8.560e-001	-4.878e-005		
-8.519e-001	-4.855e-005		
-8.480e-001	-4.889e-005		
-8.440e-001	-4.783e-005		
-8.400e-001	-4.844e-005		
-8.360e-001	-4.793e-005		
-8.320e-001	-4.749e-005		
-8.280e-001	-4.792e-005		
-8.240e-001	-4.694e-005		
-8.200e-001	-4.753e-005		
-8.161e-001	-4.706e-005		
-8.121e-001	-4.665e-005		
-8.080e-001	-4.713e-005		
-8.041e-001	-4.613e-005		
-8.001e-001	-4.671e-005		
-7.961e-001	-4.612e-005		
-7.921e-001	-4.581e-005		
-7.881e-001	-4.627e-005		
-7.841e-001	-4.526e-005		
-7.801e-001	-4.580e-005		
-7.761e-001	-4.518e-005		
-7.721e-001	-4.488e-005		
-7.681e-001	-4.533e-005		
-7.641e-001	-4.431e-005		
-7.601e-001	-4.482e-005		
-7.561e-001	-4.422e-005		
-7.521e-001	-4.391e-005		
-7.481e-001	-4.425e-005		
-7.441e-001	-4.316e-005		
-7.401e-001	-4.375e-005		
-7.361e-001	-4.312e-005		
-7.321e-001	-4.275e-005		
-7.282e-001	-4.306e-005		
-7.241e-001	-4.195e-005		
-7.201e-001	-4.246e-005		
-7.162e-001	-4.177e-005		
-7.121e-001	-4.141e-005		
-7.081e-001	-4.170e-005		
-7.041e-001	-4.051e-005		
-7.001e-001	-4.096e-005		
-6.962e-001	-4.025e-005		
-6.921e-001	-3.983e-005		
-6.882e-001	-3.998e-005		
-6.842e-001	-3.869e-005		
-6.802e-001	-3.920e-005		
-6.762e-001	-3.844e-005		
-6.722e-001	-3.799e-005		
-6.682e-001	-3.808e-005		
-6.642e-001	-3.671e-005		
-6.602e-001	-3.712e-005		
-6.562e-001	-3.630e-005		
-6.522e-001	-3.588e-005		
-6.482e-001	-3.587e-005		
-6.442e-001	-3.473e-005		
-6.402e-001	-3.541e-005		
-6.362e-001	-3.425e-005		
-6.322e-001	-3.343e-005		
-6.282e-001	-3.316e-005		
-6.242e-001	-3.155e-005		
-6.202e-001	-3.164e-005		
-6.162e-001	-3.022e-005		
-6.123e-001	-2.914e-005		
-6.083e-001	-2.848e-005		
-6.043e-001	-2.632e-005		
-6.003e-001	-2.575e-005		
-5.962e-001	-2.372e-005		
-5.923e-001	-2.204e-005		
-5.883e-001	-2.073e-005		
-5.840e-001	-1.747e-005		
-5.800e-001	-1.622e-005		
-5.760e-001	-1.364e-005		
-5.721e-001	-1.142e-005		
-5.681e-001	-9.738e-006		
-5.641e-001	-6.750e-006		
-5.602e-001	-5.547e-006		
-5.562e-001	-3.257e-006		
-5.522e-001	-1.564e-006		
-5.482e-001	-6.314e-007		
-5.442e-001	1.430e-006		
-5.402e-001	1.607e-006		
-5.363e-001	2.814e-006		
-5.323e-001	3.398e-006		
-5.283e-001	3.297e-006		
-5.243e-001	4.431e-006		
-5.203e-001	3.715e-006		
-5.163e-001	4.207e-006		
-5.123e-001	4.184e-006		
-5.083e-001	3.554e-006		
-5.043e-001	4.288e-006		
-5.003e-001	3.254e-006		
-4.963e-001	3.500e-006		
-4.923e-001	3.264e-006		
-4.883e-001	2.494e-006		
-4.843e-001	3.120e-006		
-4.803e-001	1.992e-006		
-4.763e-001	2.224e-006		
-4.723e-001	2.001e-006		
-4.683e-001	1.307e-006		
-4.643e-001	2.037e-006		
-4.604e-001	1.038e-006		
-4.563e-001	1.448e-006		
-4.523e-001	1.357e-006		
-4.483e-001	7.884e-007		
-4.443e-001	1.661e-006		
-4.403e-001	7.804e-007		
-4.363e-001	1.297e-006		
-4.324e-001	1.295e-006		
-4.284e-001	8.251e-007		
-4.244e-001	1.806e-006		
-4.204e-001	9.868e-007		
-4.164e-001	1.609e-006		
-4.124e-001	1.689e-006		
-4.084e-001	1.297e-006		
-4.044e-001	2.359e-006		
-4.004e-001	1.616e-006		
-3.964e-001	2.316e-006		
-3.924e-001	2.450e-006		
-3.884e-001	2.135e-006		
-3.844e-001	3.254e-006		
-3.804e-001	2.557e-006		
-3.764e-001	3.314e-006		
-3.724e-001	3.470e-006		
-3.684e-001	3.190e-006		
-3.645e-001	4.325e-006		
-3.604e-001	3.617e-006		
-3.565e-001	4.389e-006		
-3.525e-001	4.536e-006		
-3.485e-001	4.255e-006		
-3.444e-001	5.395e-006		
-3.405e-001	4.684e-006		
-3.365e-001	5.477e-006		
-3.325e-001	5.629e-006		
-3.285e-001	5.366e-006		
-3.245e-001	6.529e-006		
-3.205e-001	5.837e-006		
-3.166e-001	6.675e-006		
-3.125e-001	6.846e-006		
-3.086e-001	6.636e-006		
-3.045e-001	7.853e-006		
-3.006e-001	7.214e-006		
-2.965e-001	8.127e-006		
-2.927e-001	8.352e-006		
-2.885e-001	8.225e-006		
-2.846e-001	9.525e-006		
-2.806e-001	8.942e-006		
-2.766e-001	9.956e-006		
-2.726e-001	1.024e-005		
-2.686e-001	1.022e-005		
-2.646e-001	1.161e-005		
-2.607e-001	1.113e-005		
-2.566e-001	1.225e-005		
-2.527e-001	1.265e-005		
-2.486e-001	1.274e-005		
-2.447e-001	1.427e-005		
-2.406e-001	1.390e-005		
-2.367e-001	1.519e-005		
-2.326e-001	1.573e-005		
-2.287e-001	1.599e-005		
-2.247e-001	1.767e-005		
-2.207e-001	1.748e-005		
-2.167e-001	1.897e-005		
-2.128e-001	1.969e-005		
-2.088e-001	2.017e-005		
-2.048e-001	2.207e-005		
-2.008e-001	2.211e-005		
-1.969e-001	2.384e-005		
-1.929e-001	2.479e-005		
-1.889e-001	2.553e-005		
-1.849e-001	2.770e-005		
-1.807e-001	2.806e-005		
-1.766e-001	3.014e-005		
-1.727e-001	3.125e-005		
-1.687e-001	3.229e-005		
-1.648e-001	3.471e-005		
-1.606e-001	3.513e-005		
-1.567e-001	3.742e-005		
-1.527e-001	3.869e-005		
-1.487e-001	3.987e-005		
-1.447e-001	4.237e-005		
-1.407e-001	4.286e-005		
-1.366e-001	4.518e-005		
-1.328e-001	4.637e-005		
-1.287e-001	4.748e-005		
-1.248e-001	4.981e-005		
-1.207e-001	5.005e-005		
-1.167e-001	5.210e-005		
-1.127e-001	5.293e-005		
-1.088e-001	5.360e-005		
-1.047e-001	5.543e-005		
-1.008e-001	5.512e-005		
-9.676e-002	5.654e-005		
-9.278e-002	5.667e-005		
-8.874e-002	5.664e-005		
-8.479e-002	5.773e-005		
-8.074e-002	5.664e-005		
-7.678e-002	5.735e-005		
-7.278e-002	5.672e-005		
-6.879e-002	5.598e-005		
-6.477e-002	5.636e-005		
-6.082e-002	5.462e-005		
-5.677e-002	5.474e-005		
-5.281e-002	5.357e-005		
-4.879e-002	5.239e-005		
-4.482e-002	5.243e-005		
-4.079e-002	5.043e-005		
-3.685e-002	5.038e-005		
-3.280e-002	4.907e-005		
-2.881e-002	4.784e-005		
-2.482e-002	4.785e-005		
-2.083e-002	4.584e-005		
-1.681e-002	4.586e-005		
-1.281e-002	4.458e-005		
-8.791e-003	4.348e-005		
-4.833e-003	4.361e-005		
-8.057e-004	4.173e-005		
3.150e-003	4.187e-005		
7.178e-003	4.072e-005		
1.118e-002	3.973e-005		
1.520e-002	3.996e-005		
1.914e-002	3.820e-005		
2.318e-002	3.846e-005		
2.712e-002	3.741e-005		
3.115e-002	3.657e-005		
3.515e-002	3.686e-005		
3.915e-002	3.518e-005		
4.315e-002	3.554e-005		
4.717e-002	3.457e-005		
5.113e-002	3.377e-005		
5.513e-002	3.413e-005		
5.913e-002	3.252e-005		
6.314e-002	3.297e-005		
6.710e-002	3.202e-005		
7.115e-002	3.134e-005		
7.513e-002	3.177e-005		
7.909e-002	3.022e-005		
8.309e-002	3.074e-005		
8.712e-002	2.984e-005		
9.108e-002	2.922e-005		
9.512e-002	2.969e-005		
9.911e-002	2.828e-005		
1.031e-001	2.899e-005		
1.071e-001	2.807e-005		
1.111e-001	2.746e-005		
1.151e-001	2.798e-005		
1.191e-001	2.650e-005		
1.231e-001	2.718e-005		
1.271e-001	2.631e-005		
1.311e-001	2.579e-005		
1.351e-001	2.634e-005		
1.391e-001	2.494e-005		
1.431e-001	2.566e-005		
1.471e-001	2.484e-005		
1.511e-001	2.440e-005		
1.550e-001	2.498e-005		
1.590e-001	2.361e-005		
1.630e-001	2.439e-005		
1.670e-001	2.359e-005		
1.711e-001	2.319e-005		
1.749e-001	2.383e-005		
1.789e-001	2.252e-005		
1.828e-001	2.326e-005		
1.869e-001	2.254e-005		
1.909e-001	2.215e-005		
1.949e-001	2.279e-005		
1.989e-001	2.148e-005		
2.029e-001	2.227e-005		
2.068e-001	2.153e-005		
2.108e-001	2.115e-005		
2.148e-001	2.178e-005		
2.189e-001	2.049e-005		
2.228e-001	2.128e-005		
2.269e-001	2.054e-005		
2.308e-001	2.019e-005		
2.348e-001	2.082e-005		
2.388e-001	1.953e-005		
2.428e-001	2.034e-005		
2.468e-001	1.959e-005		
2.509e-001	1.926e-005		
2.548e-001	1.989e-005		
2.588e-001	1.862e-005		
2.628e-001	1.945e-005		
2.668e-001	1.870e-005		
2.708e-001	1.841e-005		
2.748e-001	1.906e-005		
2.788e-001	1.780e-005		
2.828e-001	1.866e-005		
2.868e-001	1.792e-005		
2.908e-001	1.761e-005		
2.948e-001	1.827e-005		
2.988e-001	1.701e-005		
3.028e-001	1.789e-005		
3.068e-001	1.715e-005		
3.108e-001	1.689e-005		
3.148e-001	1.755e-005		
3.188e-001	1.631e-005		
3.228e-001	1.723e-005		
3.268e-001	1.649e-005		
3.308e-001	1.624e-005		
3.348e-001	1.690e-005		
3.388e-001	1.567e-005		
3.428e-001	1.662e-005		
3.468e-001	1.588e-005		
3.508e-001	1.566e-005		
3.548e-001	1.631e-005		
3.588e-001	1.510e-005		
3.628e-001	1.605e-005		
3.668e-001	1.530e-005		
3.708e-001	1.509e-005		
3.747e-001	1.576e-005		
3.788e-001	1.454e-005		
3.828e-001	1.552e-005		
3.868e-001	1.476e-005		
3.908e-001	1.457e-005		
3.948e-001	1.523e-005		
3.987e-001	1.403e-005		
4.028e-001	1.502e-005		
4.068e-001	1.425e-005		
4.108e-001	1.409e-005		
4.147e-001	1.475e-005		
4.188e-001	1.355e-005		
4.228e-001	1.455e-005		
4.268e-001	1.378e-005		
4.307e-001	1.364e-005		
4.348e-001	1.428e-005		
4.387e-001	1.308e-005		
4.427e-001	1.410e-005		
4.467e-001	1.333e-005		
4.508e-001	1.318e-005		
4.547e-001	1.383e-005		
4.588e-001	1.264e-005		
4.627e-001	1.366e-005		
4.667e-001	1.287e-005		
4.707e-001	1.275e-005		
4.748e-001	1.340e-005		
4.787e-001	1.220e-005		
4.827e-001	1.325e-005		
4.867e-001	1.243e-005		
4.907e-001	1.231e-005		
4.947e-001	1.293e-005		
4.987e-001	1.173e-005		
			
