XY
	CURVE (PWRCHARGE_#1.DTA)
6.773e-003	1.111e+000
6.829e-003	1.111e+000
6.884e-003	1.111e+000
6.940e-003	1.112e+000
6.995e-003	1.112e+000
7.051e-003	1.112e+000
7.106e-003	1.113e+000
7.162e-003	1.113e+000
7.217e-003	1.114e+000
7.273e-003	1.114e+000
7.329e-003	1.115e+000
7.384e-003	1.115e+000
7.440e-003	1.116e+000
7.495e-003	1.116e+000
7.551e-003	1.117e+000
7.606e-003	1.117e+000
7.662e-003	1.117e+000
7.717e-003	1.117e+000
7.773e-003	1.118e+000
7.828e-003	1.118e+000
7.884e-003	1.119e+000
7.939e-003	1.119e+000
7.995e-003	1.120e+000
8.050e-003	1.120e+000
8.106e-003	1.120e+000
8.161e-003	1.121e+000
8.217e-003	1.121e+000
8.272e-003	1.122e+000
8.328e-003	1.122e+000
8.383e-003	1.122e+000
8.439e-003	1.122e+000
8.494e-003	1.123e+000
8.550e-003	1.123e+000
8.605e-003	1.123e+000
8.661e-003	1.124e+000
8.717e-003	1.124e+000
8.772e-003	1.125e+000
8.828e-003	1.125e+000
8.883e-003	1.125e+000
8.939e-003	1.125e+000
8.994e-003	1.126e+000
9.050e-003	1.126e+000
9.105e-003	1.127e+000
9.161e-003	1.127e+000
9.216e-003	1.127e+000
9.272e-003	1.128e+000
9.327e-003	1.128e+000
9.383e-003	1.128e+000
9.438e-003	1.129e+000
9.494e-003	1.129e+000
9.549e-003	1.130e+000
9.605e-003	1.130e+000
9.660e-003	1.130e+000
9.716e-003	1.130e+000
9.771e-003	1.131e+000
9.827e-003	1.131e+000
9.882e-003	1.132e+000
9.938e-003	1.132e+000
9.993e-003	1.132e+000
1.005e-002	1.133e+000
1.010e-002	1.133e+000
1.016e-002	1.133e+000
1.022e-002	1.134e+000
1.027e-002	1.134e+000
1.033e-002	1.135e+000
1.038e-002	1.135e+000
1.044e-002	1.135e+000
1.049e-002	1.135e+000
1.055e-002	1.136e+000
1.060e-002	1.136e+000
1.066e-002	1.136e+000
1.072e-002	1.137e+000
1.077e-002	1.137e+000
1.083e-002	1.137e+000
1.088e-002	1.138e+000
1.094e-002	1.138e+000
1.099e-002	1.138e+000
1.105e-002	1.138e+000
1.110e-002	1.139e+000
1.116e-002	1.139e+000
1.121e-002	1.139e+000
1.127e-002	1.140e+000
1.133e-002	1.140e+000
1.138e-002	1.140e+000
1.144e-002	1.141e+000
1.149e-002	1.141e+000
1.155e-002	1.141e+000
1.160e-002	1.141e+000
1.166e-002	1.142e+000
1.171e-002	1.142e+000
1.177e-002	1.143e+000
1.183e-002	1.143e+000
1.188e-002	1.143e+000
1.194e-002	1.143e+000
1.199e-002	1.143e+000
1.205e-002	1.144e+000
1.210e-002	1.144e+000
1.216e-002	1.144e+000
1.221e-002	1.145e+000
1.227e-002	1.145e+000
1.233e-002	1.145e+000
1.238e-002	1.146e+000
1.244e-002	1.146e+000
1.249e-002	1.146e+000
1.255e-002	1.146e+000
1.260e-002	1.146e+000
1.266e-002	1.146e+000
1.271e-002	1.147e+000
1.277e-002	1.147e+000
1.282e-002	1.147e+000
1.288e-002	1.148e+000
1.294e-002	1.148e+000
1.299e-002	1.148e+000
1.305e-002	1.149e+000
1.310e-002	1.149e+000
1.316e-002	1.149e+000
1.321e-002	1.149e+000
1.327e-002	1.149e+000
1.332e-002	1.150e+000
1.338e-002	1.150e+000
1.344e-002	1.150e+000
1.349e-002	1.150e+000
1.355e-002	1.151e+000
1.360e-002	1.151e+000
1.366e-002	1.151e+000
1.371e-002	1.151e+000
1.377e-002	1.152e+000
1.382e-002	1.152e+000
1.388e-002	1.152e+000
1.394e-002	1.152e+000
1.399e-002	1.152e+000
1.405e-002	1.153e+000
1.410e-002	1.153e+000
1.416e-002	1.153e+000
1.421e-002	1.153e+000
1.427e-002	1.154e+000
1.432e-002	1.154e+000
1.438e-002	1.154e+000
1.443e-002	1.154e+000
1.449e-002	1.154e+000
1.455e-002	1.155e+000
1.460e-002	1.155e+000
1.466e-002	1.155e+000
1.471e-002	1.155e+000
1.477e-002	1.156e+000
1.482e-002	1.156e+000
1.488e-002	1.156e+000
1.493e-002	1.156e+000
1.499e-002	1.157e+000
1.505e-002	1.157e+000
1.510e-002	1.157e+000
1.516e-002	1.157e+000
1.521e-002	1.158e+000
1.527e-002	1.158e+000
1.532e-002	1.158e+000
1.538e-002	1.158e+000
1.543e-002	1.159e+000
1.549e-002	1.159e+000
1.555e-002	1.159e+000
1.560e-002	1.159e+000
1.566e-002	1.160e+000
1.571e-002	1.160e+000
1.577e-002	1.160e+000
1.582e-002	1.160e+000
1.588e-002	1.160e+000
1.593e-002	1.161e+000
1.599e-002	1.161e+000
1.605e-002	1.161e+000
1.610e-002	1.161e+000
1.616e-002	1.162e+000
1.621e-002	1.162e+000
1.627e-002	1.162e+000
1.632e-002	1.162e+000
1.638e-002	1.162e+000
1.643e-002	1.163e+000
1.649e-002	1.163e+000
1.654e-002	1.163e+000
1.660e-002	1.163e+000
1.666e-002	1.164e+000
1.671e-002	1.164e+000
1.677e-002	1.164e+000
1.682e-002	1.164e+000
1.688e-002	1.165e+000
1.693e-002	1.165e+000
1.699e-002	1.165e+000
1.704e-002	1.165e+000
1.710e-002	1.166e+000
1.716e-002	1.166e+000
1.721e-002	1.166e+000
1.727e-002	1.166e+000
1.732e-002	1.167e+000
1.738e-002	1.167e+000
1.743e-002	1.167e+000
1.749e-002	1.167e+000
1.754e-002	1.167e+000
1.760e-002	1.168e+000
1.766e-002	1.168e+000
1.771e-002	1.168e+000
1.777e-002	1.168e+000
1.782e-002	1.169e+000
1.788e-002	1.169e+000
1.793e-002	1.169e+000
1.799e-002	1.169e+000
1.804e-002	1.170e+000
1.810e-002	1.170e+000
1.815e-002	1.170e+000
1.821e-002	1.170e+000
1.827e-002	1.170e+000
1.832e-002	1.170e+000
1.838e-002	1.171e+000
1.843e-002	1.171e+000
1.849e-002	1.172e+000
1.854e-002	1.172e+000
1.860e-002	1.172e+000
1.865e-002	1.172e+000
1.871e-002	1.173e+000
1.877e-002	1.173e+000
1.882e-002	1.173e+000
1.888e-002	1.173e+000
1.893e-002	1.173e+000
1.899e-002	1.174e+000
1.904e-002	1.174e+000
1.910e-002	1.174e+000
1.915e-002	1.175e+000
1.921e-002	1.175e+000
1.927e-002	1.175e+000
1.932e-002	1.175e+000
1.938e-002	1.175e+000
1.943e-002	1.176e+000
1.949e-002	1.176e+000
1.954e-002	1.176e+000
1.960e-002	1.177e+000
1.965e-002	1.177e+000
1.971e-002	1.177e+000
1.976e-002	1.178e+000
1.982e-002	1.178e+000
1.988e-002	1.178e+000
1.993e-002	1.178e+000
1.999e-002	1.178e+000
2.004e-002	1.178e+000
2.010e-002	1.179e+000
2.015e-002	1.179e+000
2.021e-002	1.179e+000
2.026e-002	1.180e+000
2.032e-002	1.180e+000
2.038e-002	1.180e+000
2.043e-002	1.180e+000
2.049e-002	1.181e+000
2.054e-002	1.181e+000
2.060e-002	1.181e+000
2.065e-002	1.182e+000
2.071e-002	1.182e+000
2.076e-002	1.182e+000
2.082e-002	1.183e+000
2.088e-002	1.183e+000
2.093e-002	1.183e+000
2.099e-002	1.183e+000
2.104e-002	1.184e+000
2.110e-002	1.184e+000
2.115e-002	1.184e+000
2.121e-002	1.184e+000
2.126e-002	1.185e+000
2.132e-002	1.185e+000
2.137e-002	1.186e+000
2.143e-002	1.186e+000
2.149e-002	1.186e+000
2.154e-002	1.186e+000
2.160e-002	1.187e+000
2.165e-002	1.187e+000
2.171e-002	1.187e+000
2.176e-002	1.188e+000
2.182e-002	1.188e+000
2.187e-002	1.188e+000
2.193e-002	1.189e+000
2.199e-002	1.189e+000
2.204e-002	1.189e+000
2.210e-002	1.189e+000
2.215e-002	1.190e+000
2.221e-002	1.190e+000
2.226e-002	1.190e+000
2.232e-002	1.191e+000
2.237e-002	1.191e+000
2.243e-002	1.191e+000
2.249e-002	1.192e+000
2.254e-002	1.192e+000
2.260e-002	1.192e+000
2.265e-002	1.193e+000
2.271e-002	1.193e+000
2.276e-002	1.194e+000
2.282e-002	1.194e+000
2.287e-002	1.194e+000
2.293e-002	1.194e+000
2.298e-002	1.195e+000
2.304e-002	1.195e+000
2.310e-002	1.196e+000
2.315e-002	1.196e+000
2.321e-002	1.197e+000
2.326e-002	1.197e+000
2.332e-002	1.197e+000
2.337e-002	1.198e+000
2.343e-002	1.198e+000
2.348e-002	1.198e+000
2.354e-002	1.199e+000
2.360e-002	1.199e+000
2.365e-002	1.200e+000
2.371e-002	1.200e+000
2.376e-002	1.201e+000
2.382e-002	1.201e+000
2.387e-002	1.202e+000
2.393e-002	1.202e+000
2.398e-002	1.202e+000
2.404e-002	1.203e+000
2.410e-002	1.203e+000
2.415e-002	1.204e+000
2.421e-002	1.204e+000
2.426e-002	1.205e+000
2.432e-002	1.205e+000
2.437e-002	1.206e+000
2.443e-002	1.206e+000
2.448e-002	1.207e+000
2.454e-002	1.207e+000
2.460e-002	1.208e+000
2.465e-002	1.208e+000
2.471e-002	1.209e+000
2.476e-002	1.209e+000
2.482e-002	1.210e+000
2.487e-002	1.210e+000
2.493e-002	1.211e+000
2.498e-002	1.212e+000
2.504e-002	1.212e+000
2.509e-002	1.213e+000
2.515e-002	1.213e+000
2.521e-002	1.214e+000
2.526e-002	1.215e+000
2.532e-002	1.215e+000
2.537e-002	1.216e+000
2.543e-002	1.217e+000
2.548e-002	1.217e+000
2.554e-002	1.218e+000
2.559e-002	1.219e+000
2.565e-002	1.219e+000
2.571e-002	1.220e+000
2.576e-002	1.221e+000
2.582e-002	1.222e+000
2.587e-002	1.223e+000
2.593e-002	1.224e+000
2.598e-002	1.224e+000
2.604e-002	1.225e+000
2.609e-002	1.226e+000
2.615e-002	1.227e+000
2.621e-002	1.228e+000
2.626e-002	1.229e+000
2.632e-002	1.230e+000
2.637e-002	1.231e+000
2.643e-002	1.232e+000
2.648e-002	1.234e+000
2.654e-002	1.235e+000
2.659e-002	1.236e+000
2.665e-002	1.238e+000
2.670e-002	1.239e+000
2.676e-002	1.240e+000
2.682e-002	1.242e+000
2.687e-002	1.243e+000
2.693e-002	1.245e+000
2.698e-002	1.246e+000
2.704e-002	1.248e+000
2.709e-002	1.250e+000
2.715e-002	1.251e+000
2.720e-002	1.254e+000
2.726e-002	1.256e+000
2.732e-002	1.259e+000
2.737e-002	1.261e+000
2.743e-002	1.264e+000
2.748e-002	1.267e+000
2.754e-002	1.271e+000
2.759e-002	1.274e+000
2.765e-002	1.278e+000
2.770e-002	1.282e+000
2.776e-002	1.288e+000
2.782e-002	1.293e+000
2.787e-002	1.299e+000
2.793e-002	1.307e+000
2.798e-002	1.314e+000
2.804e-002	1.324e+000
2.809e-002	1.335e+000
2.815e-002	1.349e+000
2.820e-002	1.365e+000
2.826e-002	1.385e+000
2.831e-002	1.409e+000
2.837e-002	1.439e+000
2.842e-002	1.477e+000
2.843e-002	1.501e+000
2.848e-002	1.501e+000
2.853e-002	1.500e+000
2.857e-002	1.500e+000
2.862e-002	1.500e+000
2.866e-002	1.500e+000
2.871e-002	1.500e+000
2.875e-002	1.500e+000
2.879e-002	1.500e+000
2.883e-002	1.500e+000
2.886e-002	1.500e+000
2.890e-002	1.500e+000
2.893e-002	1.500e+000
2.897e-002	1.500e+000
2.900e-002	1.500e+000
2.903e-002	1.500e+000
2.906e-002	1.500e+000
2.909e-002	1.500e+000
2.912e-002	1.500e+000
2.915e-002	1.500e+000
2.918e-002	1.500e+000
2.920e-002	1.500e+000
2.923e-002	1.500e+000
2.925e-002	1.500e+000
2.928e-002	1.500e+000
2.930e-002	1.500e+000
2.932e-002	1.500e+000
2.935e-002	1.500e+000
2.937e-002	1.500e+000
2.939e-002	1.500e+000
2.941e-002	1.500e+000
2.943e-002	1.500e+000
2.945e-002	1.500e+000
2.947e-002	1.500e+000
2.948e-002	1.500e+000
2.950e-002	1.500e+000
2.952e-002	1.500e+000
2.953e-002	1.500e+000
2.955e-002	1.500e+000
2.957e-002	1.500e+000
2.958e-002	1.500e+000
2.960e-002	1.500e+000
2.961e-002	1.500e+000
2.963e-002	1.500e+000
2.964e-002	1.500e+000
2.965e-002	1.500e+000
2.967e-002	1.500e+000
2.968e-002	1.500e+000
2.969e-002	1.500e+000
2.970e-002	1.500e+000
2.972e-002	1.500e+000
2.973e-002	1.500e+000
2.974e-002	1.500e+000
2.975e-002	1.500e+000
2.976e-002	1.500e+000
2.977e-002	1.500e+000
2.978e-002	1.500e+000
2.979e-002	1.500e+000
2.981e-002	1.500e+000
2.982e-002	1.500e+000
2.982e-002	1.500e+000
2.983e-002	1.500e+000
2.984e-002	1.500e+000
2.985e-002	1.500e+000
2.986e-002	1.500e+000
2.987e-002	1.500e+000
2.988e-002	1.500e+000
2.989e-002	1.500e+000
2.990e-002	1.500e+000
2.990e-002	1.500e+000
2.991e-002	1.500e+000
2.992e-002	1.500e+000
2.993e-002	1.500e+000
2.994e-002	1.500e+000
2.994e-002	1.500e+000
2.995e-002	1.500e+000
2.996e-002	1.500e+000
2.997e-002	1.500e+000
2.997e-002	1.500e+000
2.998e-002	1.500e+000
2.998e-002	1.500e+000
	
