XY
	CURVE (PWRCHARGE_#1.DTA)
3.013e-002	1.500e+000
3.014e-002	1.500e+000
3.016e-002	1.500e+000
3.017e-002	1.500e+000
3.019e-002	1.500e+000
3.020e-002	1.500e+000
3.022e-002	1.500e+000
3.023e-002	1.500e+000
3.025e-002	1.500e+000
3.026e-002	1.500e+000
3.027e-002	1.500e+000
3.028e-002	1.500e+000
3.030e-002	1.500e+000
3.031e-002	1.500e+000
3.032e-002	1.500e+000
3.033e-002	1.500e+000
3.034e-002	1.500e+000
3.035e-002	1.500e+000
3.036e-002	1.500e+000
3.037e-002	1.500e+000
3.039e-002	1.500e+000
3.040e-002	1.500e+000
3.041e-002	1.500e+000
3.042e-002	1.500e+000
3.043e-002	1.500e+000
3.044e-002	1.500e+000
3.044e-002	1.500e+000
3.045e-002	1.500e+000
3.046e-002	1.500e+000
3.047e-002	1.500e+000
3.048e-002	1.500e+000
3.049e-002	1.500e+000
3.050e-002	1.500e+000
3.051e-002	1.500e+000
3.052e-002	1.500e+000
3.052e-002	1.500e+000
3.053e-002	1.500e+000
3.054e-002	1.500e+000
3.055e-002	1.500e+000
3.056e-002	1.500e+000
3.056e-002	1.500e+000
3.057e-002	1.500e+000
3.058e-002	1.500e+000
3.059e-002	1.500e+000
3.059e-002	1.500e+000
3.060e-002	1.500e+000
	
