XY
	CURVE (PWRCHARGE_#1.DTA)
1.420e-002	1.213e+000
1.428e-002	1.213e+000
1.436e-002	1.214e+000
1.445e-002	1.214e+000
1.453e-002	1.215e+000
1.461e-002	1.215e+000
1.470e-002	1.215e+000
1.478e-002	1.216e+000
1.486e-002	1.216e+000
1.494e-002	1.217e+000
1.503e-002	1.217e+000
1.511e-002	1.218e+000
1.519e-002	1.218e+000
1.528e-002	1.218e+000
1.536e-002	1.219e+000
1.544e-002	1.219e+000
1.553e-002	1.220e+000
1.561e-002	1.220e+000
1.569e-002	1.220e+000
1.578e-002	1.221e+000
1.586e-002	1.221e+000
1.594e-002	1.222e+000
1.602e-002	1.222e+000
1.611e-002	1.223e+000
1.619e-002	1.223e+000
1.627e-002	1.223e+000
1.636e-002	1.224e+000
1.644e-002	1.224e+000
1.652e-002	1.224e+000
1.661e-002	1.225e+000
1.669e-002	1.225e+000
1.677e-002	1.226e+000
1.685e-002	1.226e+000
1.694e-002	1.226e+000
1.702e-002	1.227e+000
1.710e-002	1.227e+000
1.719e-002	1.228e+000
1.727e-002	1.228e+000
1.735e-002	1.229e+000
1.744e-002	1.229e+000
1.752e-002	1.230e+000
1.760e-002	1.230e+000
1.768e-002	1.231e+000
1.777e-002	1.231e+000
1.785e-002	1.231e+000
1.793e-002	1.232e+000
1.802e-002	1.232e+000
1.810e-002	1.233e+000
1.818e-002	1.233e+000
1.827e-002	1.234e+000
1.835e-002	1.234e+000
1.843e-002	1.235e+000
1.852e-002	1.235e+000
1.860e-002	1.236e+000
1.868e-002	1.236e+000
1.876e-002	1.237e+000
1.885e-002	1.237e+000
1.893e-002	1.238e+000
1.901e-002	1.238e+000
1.910e-002	1.239e+000
1.918e-002	1.239e+000
1.926e-002	1.240e+000
1.935e-002	1.240e+000
1.943e-002	1.240e+000
1.951e-002	1.241e+000
1.959e-002	1.241e+000
1.968e-002	1.242e+000
1.976e-002	1.242e+000
1.984e-002	1.243e+000
1.993e-002	1.243e+000
2.001e-002	1.244e+000
2.009e-002	1.244e+000
2.018e-002	1.245e+000
2.026e-002	1.246e+000
2.034e-002	1.246e+000
2.042e-002	1.247e+000
2.051e-002	1.248e+000
2.059e-002	1.248e+000
2.067e-002	1.249e+000
2.076e-002	1.249e+000
2.084e-002	1.250e+000
2.092e-002	1.250e+000
2.101e-002	1.251e+000
2.109e-002	1.252e+000
2.117e-002	1.252e+000
2.126e-002	1.253e+000
2.134e-002	1.253e+000
2.142e-002	1.254e+000
2.150e-002	1.255e+000
2.159e-002	1.255e+000
2.167e-002	1.256e+000
2.175e-002	1.257e+000
2.184e-002	1.257e+000
2.192e-002	1.258e+000
2.200e-002	1.259e+000
2.209e-002	1.260e+000
2.217e-002	1.261e+000
2.225e-002	1.261e+000
2.233e-002	1.262e+000
2.242e-002	1.263e+000
2.250e-002	1.264e+000
2.258e-002	1.264e+000
2.267e-002	1.265e+000
2.275e-002	1.266e+000
2.283e-002	1.267e+000
2.292e-002	1.268e+000
2.300e-002	1.269e+000
2.308e-002	1.269e+000
2.316e-002	1.270e+000
2.325e-002	1.271e+000
2.333e-002	1.272e+000
2.341e-002	1.273e+000
2.350e-002	1.274e+000
2.358e-002	1.275e+000
2.366e-002	1.277e+000
2.375e-002	1.278e+000
2.383e-002	1.279e+000
2.391e-002	1.280e+000
2.400e-002	1.281e+000
2.408e-002	1.282e+000
2.416e-002	1.284e+000
2.424e-002	1.285e+000
2.433e-002	1.287e+000
2.441e-002	1.288e+000
2.449e-002	1.289e+000
2.458e-002	1.291e+000
2.466e-002	1.292e+000
2.474e-002	1.293e+000
2.483e-002	1.295e+000
2.491e-002	1.296e+000
2.499e-002	1.297e+000
2.507e-002	1.299e+000
2.516e-002	1.301e+000
2.524e-002	1.303e+000
2.532e-002	1.305e+000
2.541e-002	1.307e+000
2.549e-002	1.310e+000
2.557e-002	1.312e+000
2.566e-002	1.315e+000
2.574e-002	1.317e+000
2.582e-002	1.320e+000
2.590e-002	1.323e+000
2.599e-002	1.327e+000
2.607e-002	1.331e+000
2.615e-002	1.335e+000
2.624e-002	1.338e+000
2.632e-002	1.343e+000
2.640e-002	1.349e+000
2.649e-002	1.355e+000
2.657e-002	1.361e+000
2.665e-002	1.368e+000
2.674e-002	1.376e+000
2.682e-002	1.385e+000
2.690e-002	1.395e+000
2.698e-002	1.406e+000
2.707e-002	1.419e+000
2.715e-002	1.434e+000
2.723e-002	1.453e+000
2.732e-002	1.476e+000
2.735e-002	1.495e+000
2.740e-002	1.500e+000
2.748e-002	1.500e+000
2.755e-002	1.500e+000
2.763e-002	1.500e+000
2.770e-002	1.500e+000
2.777e-002	1.500e+000
2.784e-002	1.500e+000
2.790e-002	1.500e+000
2.797e-002	1.500e+000
2.803e-002	1.500e+000
2.809e-002	1.500e+000
2.815e-002	1.500e+000
2.821e-002	1.500e+000
2.827e-002	1.500e+000
2.832e-002	1.500e+000
2.837e-002	1.500e+000
2.842e-002	1.500e+000
2.847e-002	1.500e+000
2.852e-002	1.500e+000
2.857e-002	1.500e+000
2.862e-002	1.500e+000
2.866e-002	1.500e+000
2.871e-002	1.500e+000
2.875e-002	1.500e+000
2.879e-002	1.500e+000
2.883e-002	1.500e+000
2.887e-002	1.500e+000
2.891e-002	1.500e+000
2.895e-002	1.500e+000
2.898e-002	1.500e+000
2.902e-002	1.500e+000
2.905e-002	1.500e+000
2.908e-002	1.500e+000
2.912e-002	1.500e+000
2.915e-002	1.500e+000
2.918e-002	1.500e+000
2.921e-002	1.500e+000
2.924e-002	1.500e+000
2.926e-002	1.500e+000
2.929e-002	1.500e+000
2.932e-002	1.500e+000
2.934e-002	1.500e+000
2.937e-002	1.500e+000
2.939e-002	1.500e+000
2.942e-002	1.500e+000
2.944e-002	1.500e+000
2.946e-002	1.500e+000
2.949e-002	1.500e+000
2.951e-002	1.500e+000
2.953e-002	1.500e+000
2.955e-002	1.500e+000
2.957e-002	1.500e+000
2.959e-002	1.500e+000
2.961e-002	1.500e+000
2.962e-002	1.500e+000
2.964e-002	1.500e+000
2.966e-002	1.500e+000
2.968e-002	1.500e+000
2.969e-002	1.500e+000
2.971e-002	1.500e+000
2.973e-002	1.500e+000
2.974e-002	1.500e+000
2.976e-002	1.500e+000
2.977e-002	1.500e+000
2.979e-002	1.500e+000
2.980e-002	1.500e+000
2.981e-002	1.500e+000
2.983e-002	1.500e+000
2.984e-002	1.500e+000
2.985e-002	1.500e+000
2.987e-002	1.500e+000
2.988e-002	1.500e+000
2.989e-002	1.500e+000
2.990e-002	1.500e+000
2.991e-002	1.500e+000
2.992e-002	1.500e+000
2.994e-002	1.500e+000
2.995e-002	1.500e+000
2.996e-002	1.500e+000
2.997e-002	1.500e+000
2.998e-002	1.500e+000
2.999e-002	1.500e+000
3.000e-002	1.500e+000
3.001e-002	1.500e+000
3.002e-002	1.500e+000
3.003e-002	1.500e+000
3.003e-002	1.500e+000
3.004e-002	1.500e+000
3.005e-002	1.500e+000
3.006e-002	1.500e+000
3.007e-002	1.500e+000
3.008e-002	1.500e+000
3.009e-002	1.500e+000
3.009e-002	1.500e+000
3.010e-002	1.500e+000
3.011e-002	1.500e+000
3.012e-002	1.500e+000
3.012e-002	1.500e+000
3.013e-002	1.500e+000
3.014e-002	1.500e+000
3.015e-002	1.500e+000
3.015e-002	1.500e+000
	
